West Regional Housing Affordability Index,,,,,,,,,,,
Annual and Monthly 1989 - Present,,,,,,,,,,,
,,,,,,,,,,,
Existing Home Sales Program © 2019,,,,,,,,,,,
National Association of REALTORS ® Research Team,,,,,,,,,,,
"500 New Jersey Avenue, Washington, DC 20001",,,,,,,,,,,
"Existing Home Sales data are provided by NAR solely for use as a reference. No part of the data may be reproduced, stored in a retrieval system, transmitted or",,,,,,,,,,,
"redistributed in any form or by any means, electronic, mechanical, photocopying, recording or otherwise, without NAR's prior written consent. ",,,,,,,,,,,
,,,,,,,,,,,
, Med-Price ,Monthly, Princp.& ,Median,,,,,,,
, Single-Fam ,Mortgage, Interest ,as %, Family ,Qualifying,,Last,Last,,
, Home ,Rate*, Payment ,Income, Income ,Income**,Composite,Month,Year,,
,,,,,,,,,,,
2006.06," 348,200 ",6.67," 1,792 ",35.0,"61,518","86,016",71.5,70.8,75.6,,
2006.07," 353,300 ",6.83," 1,848 ",36.0,"61,629","88,704",69.5,71.5,74.5,,
2006.08," 352,400 ",6.83," 1,844 ",35.8,"61,841","88,512",69.9,69.5,74.2,,
2006.09," 348,100 ",6.69," 1,795 ",34.7,"62,039","86,160",72.0,69.9,74.1,,
2006.10," 351,800 ",6.60," 1,797 ",34.6,"62,241","86,256",72.2,72.0,74.6,,
2006.11," 357,100 ",6.52," 1,809 ",34.8,"62,461","86,832",71.9,72.2,70.3,,
2006.12," 356,100 ",6.45," 1,791 ",34.2,"62,878","85,968",73.1,71.9,72.4,,
2007.01," 329,600 ",6.38," 1,646 ",31.2,"63,311","79,008",80.1,73.1,73.9,,
2007.02," 341,700 ",6.40," 1,710 ",32.2,"63,656","82,080",77.6,80.1,76.4,,
2007.03," 341,900 ",6.36," 1,704 ",31.9,"64,007","81,792",78.3,77.6,72.6,,
2007.04," 350,800 ",6.32," 1,741 ",32.6,"64,137","83,568",76.7,78.3,71.0,,
2007.05," 349,600 ",6.38," 1,746 ",32.6,"64,266","83,808",76.7,76.7,70.8,,
2007.06," 355,200 ",6.60," 1,815 ",33.9,"64,337","87,120",73.8,76.7,71.5,,
2007.07," 358,700 ",6.77," 1,865 ",34.7,"64,567","89,520",72.1,73.8,69.5,,
2007.08," 339,100 ",6.81," 1,770 ",32.8,"64,685","84,960",76.1,72.1,69.9,,
2007.09," 318,500 ",6.71," 1,646 ",30.3,"65,122","79,008",82.4,76.1,72.0,,
2007.10," 322,900 ",6.58," 1,646 ",30.2,"65,313","79,008",82.7,82.4,72.2,,
2007.11," 333,000 ",6.39," 1,665 ",30.4,"65,629","79,920",82.1,82.7,71.9,,
2007.12," 318,000 ",6.30," 1,575 ",28.6,"66,078","75,600",87.4,82.1,73.1,,
2008.01," 301,400 ",6.03," 1,450 ",26.2,"66,299","69,600",95.3,87.4,80.1,,
2008.02," 296,600 ",5.90," 1,407 ",25.4,"66,477","67,536",98.4,95.3,77.6,,
2008.03," 290,600 ",6.11," 1,410 ",25.3,"66,749","67,680",98.6,98.4,78.3,,
2008.04," 290,600 ",6.04," 1,400 ",25.2,"66,687","67,200",99.2,98.6,76.7,,
2008.05," 290,200 ",6.15," 1,414 ",25.3,"67,109","67,872",98.9,99.2,76.7,,
2008.06," 288,400 ",6.32," 1,431 ",25.5,"67,415","68,688",98.1,98.9,73.8,,
2008.07," 286,900 ",6.54," 1,457 ",26.0,"67,147","69,936",96.0,98.1,72.1,,
2008.08," 254,900 ",6.60," 1,302 ",23.2,"67,309","62,496",107.7,96.0,76.1,,
2008.09," 262,300 ",6.25," 1,292 ",23.0,"67,340","62,016",108.6,107.7,82.4,,
2008.10," 265,600 ",6.24," 1,307 ",23.3,"67,173","62,736",107.1,108.6,82.7,,
2008.11," 246,700 ",6.26," 1,216 ",21.8,"66,882","58,368",114.6,107.1,82.1,,
2008.12," 235,600 ",5.60," 1,082 ",19.6,"66,298","51,936",127.7,114.6,87.4,,
2009.01," 219,500 ",5.17, 961 ,17.9,"64,359","46,128",139.5,127.7,95.3,,
2009.02," 235,500 ",5.16," 1,030 ",19.5,"63,345","49,440",128.1,139.5,98.4,,
2009.03," 232,600 ",5.16," 1,017 ",19.4,"63,058","48,816",129.2,128.1,98.6,,
2009.04," 207,700 ",4.96, 888 ,16.7,"63,786","42,624",149.6,129.2,99.2,,
2009.05," 210,800 ",4.99, 904 ,16.8,"64,597","43,392",148.9,149.6,98.9,,
2009.06," 224,100 ",5.20, 984 ,18.3,"64,691","47,232",137.0,148.9,98.1,,
2009.07," 222,800 ",5.38, 999 ,18.7,"64,222","47,952",133.9,137.0,96.0,,
2009.08," 225,000 ",5.38," 1,009 ",18.8,"64,516","48,432",133.2,133.9,107.7,,
2009.09," 228,900 ",5.25," 1,011 ",18.8,"64,469","48,528",132.8,133.2,108.6,,
2009.10," 225,600 ",5.13, 983 ,18.3,"64,573","47,184",136.9,132.8,107.1,,
2009.11," 214,800 ",5.12, 935 ,17.2,"65,249","44,880",145.4,136.9,114.6,,
2009.12," 221,900 ",5.05, 958 ,17.4,"65,979","45,984",143.5,145.4,127.7,,
2010.01," 209,900 ",5.09, 911 ,17.3,"63,202","43,728",144.5,143.5,139.5,,
2010.02," 206,000 ",5.13, 898 ,17.1,"63,171","43,104",146.6,144.5,128.1,,
2010.03," 222,000 ",5.09, 963 ,18.3,"63,106","46,224",136.5,146.6,129.2,,
2010.04," 223,400 ",5.16, 977 ,18.6,"63,011","46,896",134.4,136.5,149.6,,
2010.05," 225,400 ",5.10, 979 ,18.7,"62,931","46,992",133.9,134.4,148.9,,
2010.06," 226,200 ",5.05, 977 ,18.6,"62,912","46,896",134.2,133.9,137.0,,
2010.07," 231,000 ",4.94, 985 ,18.8,"62,871","47,280",133.0,134.2,133.9,,
2010.08," 224,200 ",4.83, 944 ,18.0,"62,801","45,312",138.6,133.0,133.2,,
2010.09," 223,100 ",4.70, 926 ,17.7,"62,795","44,448",141.3,138.6,132.8,,
2010.10," 216,300 ",4.65, 892 ,17.1,"62,720","42,816",146.5,141.3,136.9,,
2010.11," 216,900 ",4.51, 880 ,16.8,"62,702","42,240",148.4,146.5,145.4,,
2010.12," 209,900 ",4.72, 873 ,16.7,"62,632","41,904",149.5,148.4,143.5,,
2011.01," 196,700 ",4.89, 834 ,15.9,"62,996","40,032",157.4,149.5,144.5,,
2011.02," 195,900 ",4.99, 840 ,16.0,"63,073","40,320",156.4,157.4,146.6,,
2011.03," 201,000 ",5.06, 869 ,16.5,"63,098","41,712",151.3,156.4,136.5,,
2011.04," 196,900 ",5.01, 847 ,16.1,"63,163","40,656",155.4,151.3,134.4,,
2011.05," 211,300 ",4.96, 903 ,17.2,"63,169","43,344",145.7,155.4,133.9,,
2011.06," 210,600 ",4.82, 886 ,16.8,"63,209","42,528",148.6,145.7,134.2,,
2011.07," 195,500 ",4.70, 811 ,15.4,"63,281","38,928",162.6,148.6,133.0,,
2011.08," 211,300 ",4.66, 873 ,16.6,"63,272","41,904",151.0,162.6,138.6,,
2011.09," 211,100 ",4.51, 857 ,16.2,"63,288","41,136",153.9,151.0,141.3,,
2011.10," 201,700 ",4.35, 803 ,15.2,"63,355","38,544",164.4,153.9,146.5,,
2011.11," 202,800 ",4.36, 809 ,15.3,"63,308","38,832",163.0,164.4,148.4,,
2011.12," 207,800 ",4.38, 831 ,15.7,"63,364","39,888",158.9,163.0,149.5,,
2012.01," 192,300 ",4.41, 771 ,14.5,"63,844","37,008",172.5,158.9,157.4,,
2012.02," 197,500 ",4.23, 775 ,14.5,"64,034","37,200",172.1,172.5,156.4,,
2012.03," 207,800 ",4.03, 797 ,14.9,"64,156","38,256",167.7,172.1,151.3,,
2012.04," 228,400 ",4.14, 887 ,16.6,"64,270","42,576",151.0,167.7,155.4,,
2012.05," 234,500 ",3.99, 895 ,16.7,"64,263","42,960",149.6,151.0,145.7,,
2012.06," 241,100 ",3.86, 905 ,16.9,"64,282","43,440",148.0,149.6,148.6,,
2012.07," 245,500 ",3.85, 921 ,17.2,"64,374","44,208",145.6,148.0,162.6,,
2012.08," 246,600 ",3.77, 916 ,17.1,"64,381","43,968",146.4,145.6,151.0,,
2012.09," 249,000 ",3.74, 921 ,17.1,"64,575","44,208",146.1,146.4,153.9,,
2012.10," 246,500 ",3.62, 899 ,16.6,"64,809","43,152",150.2,146.1,164.4,,
2012.11," 247,100 ",3.55, 893 ,16.5,"65,123","42,864",151.9,150.2,163.0,,
2012.12," 249,700 ",3.49, 896 ,16.4,"65,714","43,008",152.8,151.9,158.9,,
2013.01," 243,200 ",3.54, 878 ,16.1,"65,400","42,144",155.2,152.8,172.5,,
2013.02," 240,000 ",3.64, 877 ,16.1,"65,454","42,096",155.5,155.2,172.1,,
2013.03," 259,000 ",3.71, 955 ,17.5,"65,559","45,840",143.0,155.5,167.7,,
2013.04," 268,600 ",3.73, 993 ,18.1,"65,810","47,664",138.1,143.0,151.0,,
2013.05," 278,100 ",3.63," 1,015 ",18.4,"66,185","48,720",135.8,138.1,149.6,,
2013.06," 284,700 ",3.73," 1,052 ",19.0,"66,395","50,496",131.5,135.8,148.0,,
2013.07," 289,300 ",4.22," 1,134 ",20.5,"66,380","54,432",122.0,131.5,145.6,,
2013.08," 289,000 ",4.43," 1,162 ",20.9,"66,564","55,776",119.3,122.0,146.4,,
2013.09," 286,100 ",4.54," 1,165 ",20.9,"66,796","55,920",119.4,119.3,146.1,,
2013.10," 285,900 ",4.46," 1,153 ",20.7,"66,783","55,344",120.7,119.4,150.2,,
2013.11," 285,100 ",4.36," 1,137 ",20.3,"67,071","54,576",122.9,120.7,151.9,,
2013.12," 286,200 ",4.42," 1,149 ",20.6,"66,983","55,152",121.5,122.9,152.8,,
2014.01," 275,000 ",4.55," 1,121 ",19.9,"67,690","53,808",125.8,121.5,155.2,,
2014.02," 279,800 ",4.44," 1,126 ",19.9,"67,934","54,048",125.7,125.8,155.5,,
2014.03," 283,500 ",4.35," 1,129 ",19.9,"68,187","54,192",125.8,125.7,143.0,,
2014.04," 290,500 ",4.38," 1,161 ",20.4,"68,359","55,728",122.7,125.8,138.1,,
2014.05," 297,200 ",4.31," 1,178 ",20.6,"68,536","56,544",121.2,122.7,135.8,,
2014.06," 302,800 ",4.25," 1,192 ",20.8,"68,742","57,216",120.1,121.2,131.5,,
2014.07," 306,000 ",4.26," 1,206 ",21.0,"68,906","57,888",119.0,120.1,122.0,,
2014.08," 303,200 ",4.24," 1,192 ",20.7,"69,093","57,216",120.8,119.0,119.3,,
2014.09," 297,700 ",4.21," 1,166 ",20.2,"69,232","55,968",123.7,120.8,119.4,,
2014.10," 298,600 ",4.26," 1,177 ",20.4,"69,390","56,496",122.8,123.7,120.7,,
2014.11," 297,700 ",4.16," 1,159 ",20.0,"69,551","55,632",125.0,122.8,122.9,,
2014.12," 299,300 ",4.16," 1,165 ",20.1,"69,719","55,920",124.7,125.0,121.5,,
2015.01," 290,500 ",4.02," 1,112 ",19.0,"70,329","53,376",131.8,124.7,125.8,,
2015.02," 290,100 ",3.90," 1,095 ",18.6,"70,565","52,560",134.3,131.8,125.7,,
2015.03," 304,000 ",3.94," 1,153 ",19.6,"70,571","55,344",127.5,134.3,125.8,,
2015.04," 316,900 ",3.93," 1,200 ",20.3,"70,896","57,600",123.1,127.5,122.7,,
2015.05," 325,800 ",3.89," 1,228 ",20.7,"71,224","58,944",120.8,123.1,121.2,,
2015.06," 331,300 ",4.03," 1,270 ",21.3,"71,440","60,960",117.2,120.8,120.1,,
2015.07," 329,300 ",4.21," 1,290 ",21.6,"71,645","61,920",115.7,117.2,119.0,,
2015.08," 322,000 ",4.16," 1,254 ",21.0,"71,746","60,192",119.2,115.7,120.8,,
2015.09," 322,200 ",4.09," 1,244 ",20.8,"71,796","59,712",120.2,119.2,123.7,,
2015.10," 324,200 ",4.02," 1,241 ",20.7,"71,865","59,568",120.6,120.2,122.8,,
2015.11," 321,700 ",3.92," 1,217 ",20.3,"71,825","58,416",123.0,120.6,125.0,,
2015.12," 324,900 ",4.11," 1,257 ",21.0,"71,957","60,336",119.3,123.0,124.7,,
2016.01," 313,400 ",4.09," 1,210 ",19.8,"73,387","58,080",126.4,119.3,131.8,,
2016.02," 312,300 ",4.00," 1,193 ",19.5,"73,363","57,264",128.1,126.4,134.3,,
2016.03," 322,500 ",3.83," 1,207 ",19.7,"73,665","57,936",127.1,128.1,127.5,,
2016.04," 337,800 ",3.84," 1,265 ",20.5,"73,941","60,720",121.8,127.1,123.1,,
2016.05," 347,700 ",3.81," 1,298 ",21.0,"74,083","62,304",118.9,121.8,120.8,,
2016.06," 355,600 ",3.82," 1,329 ",21.4,"74,392","63,792",116.6,118.9,117.2,,
2016.07," 349,600 ",3.75," 1,295 ",20.8,"74,638","62,160",120.1,116.6,115.7,,
2016.08," 350,400 ",3.72," 1,293 ",20.7,"74,936","62,064",120.7,120.1,119.2,,
2016.09," 347,400 ",3.74," 1,286 ",20.5,"75,404","61,728",122.2,120.7,120.2,,
2016.10," 351,400 ",3.72," 1,297 ",20.5,"75,866","62,256",121.9,122.2,120.6,,
2016.11," 349,700 ",3.78," 1,300 ",20.5,"76,161","62,400",122.1,121.9,123.0,,
2016.12," 346,100 ",4.18," 1,351 ",21.2,"76,611","64,848",118.1,122.1,119.3,,
2017.01," 336,600 ",4.39," 1,347 ",20.9,"77,170","64,656",119.4,118.1,126.4,,
2017.02," 341,500 ",4.40," 1,368 ",21.2,"77,472","65,664",118.0,119.4,128.1,,
2017.03," 351,300 ",4.22," 1,378 ",21.3,"77,714","66,144",117.5,118.0,127.1,,
2017.04," 361,600 ",4.06," 1,391 ",21.4,"77,831","66,768",116.6,117.5,121.8,,
2017.05," 373,500 ",4.00," 1,427 ",21.9,"78,104","68,496",114.0,116.6,118.9,,
2017.06," 382,500 ",4.14," 1,486 ",22.8,"78,154","71,328",109.6,114.0,116.6,,
2017.07," 377,600 ",4.10," 1,460 ",22.3,"78,405","70,080",111.9,109.6,120.1,,
2017.08," 378,100 ",4.17," 1,474 ",22.5,"78,700","70,752",111.2,111.9,120.7,,
2017.09," 376,600 ",4.11," 1,458 ",22.1,"79,139","69,984",113.1,111.2,122.2,,
2017.10," 377,500 ",4.07," 1,454 ",21.9,"79,545","69,792",114.0,113.1,121.9,,
2017.11," 376,900 ",4.15," 1,466 ",22.0,"79,927","70,368",113.6,114.0,122.1,,
2017.12," 375,100 ",4.22," 1,471 ",22.0,"80,353","70,608",113.8,113.6,118.1,,
2018.01," 365,100 ",4.28," 1,442 ",21.5,"80,567","69,216",116.4,113.8,119.4,,
2018.02," 369,600 ",4.43," 1,486 ",22.1,"80,755","71,328",113.2,116.4,118.0,,
2018.03," 379,500 ",4.64," 1,564 ",23.2,"80,969","75,072",107.9,113.2,117.5,,
2018.04," 392,400 ",4.62," 1,613 ",23.9,"81,096","77,424",104.7,107.9,116.6,,
2018.05," 396,900 ",4.67," 1,641 ",24.2,"81,279","78,768",103.2,104.7,114.0,,
2018.06," 405,700 ",4.69," 1,681 ",24.8,"81,494","80,688",101.0,103.2,109.6,,
2018.07," 397,700 ",4.69," 1,648 ",24.2,"81,717","79,104",103.3,101.0,111.9,,
2018.08," 397,800 ",4.70," 1,651 ",24.2,"81,923","79,248",103.4,103.3,111.2,,
2018.09," 388,900 ",4.70," 1,614 ",23.6,"81,931","77,472",105.8,103.4,113.1,,
2018.10," 385,000 ",4.84," 1,623 ",23.7,"82,081","77,904",105.4,105.8,114.0,,
2018.11," 387,200 ",4.91," 1,646 ",24.0,"82,163","79,008",104.0,105.4,113.6,,
2018.12," 383,900 ",4.87," 1,624 ",23.6,"82,646","77,952",106.0,104.0,113.8,,
2019.01," 378,000 ", 4.64 ," 1,557 ",22.5,"83,139","74,736",111.2,106.0,116.4,,
2019.02," 382,400 ", 4.47 ," 1,545 ",22.2,"83,510","74,160",112.6,111.2,113.2,,
2019.03," 392,400 ", 4.38 ," 1,568 ",22.5,"83,797","75,264",111.3,112.6,107.9,,
2019.04," 398,900 ", 4.17 ," 1,555 ",22.2,"84,007","74,640",112.5,111.3,104.7,,
2019.05," 413,100 ", 4.11 ," 1,599 ",22.8,"84,150","76,752",109.6,112.5,103.2,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.06," 415,900 ", 3.84 ," 1,558 ",22.2,"84,391","74,784",112.8,109.6,101.0,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.07," 412,800 ", 3.82 ," 1,543 ",21.9,"84,619","74,064",114.3,112.8,103.3,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.08," 413,300 ", 3.66 ," 1,514 ",21.4,"84,881","72,672",116.8,114.3,103.4,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.09," 407,000 ", 3.65 ," 1,489 ",21.0,"85,024","71,472",119.0,116.8,105.8,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.10," 410,700 ", 3.74 ," 1,520 ",21.4,"85,100","72,960",116.6,119.0,105.4,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.11," 414,500 ", 3.75 ," 1,536 ",21.6,"85,400","73,728",115.8,116.6,104.0,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
2019.12," 413,500 ", 3.78 ," 1,538 ",21.6,"85,499","73,824",115.8,115.8,106.0,"as of May 2019, HAI computation is based on Freddie Mac 30-year fixed rate mortgage contract rates",
,,,,,,,,,,,
