,STATEFIPS,STATE,zipcode,agi_stub,#_of_returns,AGI,returns x AGI
49,17,IL,60609,2,6930,244402,1693705860
50,17,IL,60609,3,2370,143462,340004940
51,17,IL,60609,4,1090,93608,102032720
52,17,IL,60609,5,1020,137155,139898100
53,17,IL,60609,6,210,79417,16677570
54,17,IL,60610,1,4480,54032,242063360
55,17,IL,60610,2,3890,148592,578022880
56,17,IL,60610,3,4260,264404,1126361040
57,17,IL,60610,4,2820,243961,687970020
58,17,IL,60610,5,4190,579734,2429085460
59,17,IL,60610,6,3250,2458468,7990021000
60,17,IL,60611,1,2580,29553,76246740
61,17,IL,60611,2,2570,97754,251227780
62,17,IL,60611,3,3120,192389,600253680
63,17,IL,60611,4,2310,200132,462304920
64,17,IL,60611,5,4170,586088,2443986960
65,17,IL,60611,6,4550,6846375,31151006250
66,17,IL,60612,1,7000,90112,630784000
67,17,IL,60612,2,3560,128398,457096880
68,17,IL,60612,3,1860,113714,211508040
69,17,IL,60612,4,960,83000,79680000
70,17,IL,60612,5,1040,141229,146878160
71,17,IL,60612,6,410,160896,65967360
72,17,IL,60613,1,6520,83710,545789200
73,17,IL,60613,2,7580,285544,2164423520
74,17,IL,60613,3,5700,349496,1992127200
75,17,IL,60613,4,3170,274181,869153770
76,17,IL,60613,5,4480,616447,2761682560
77,17,IL,60613,6,2480,1318218,3269180640
78,17,IL,60614,1,5880,70393,413910840
79,17,IL,60614,2,6950,267042,1855941900
80,17,IL,60614,3,7040,433395,3051100800
81,17,IL,60614,4,3960,340974,1350257040
82,17,IL,60614,5,6070,852131,5172435170
83,17,IL,60614,6,6830,5830047,39819221010
84,17,IL,60615,1,7380,91861,677934180
85,17,IL,60615,2,4950,180240,892188000
86,17,IL,60615,3,2680,165183,442690440
87,17,IL,60615,4,1610,138702,223310220
88,17,IL,60615,5,1770,242711,429598470
89,17,IL,60615,6,890,410922,365720580
90,17,IL,60616,1,9620,117658,1131869960
91,17,IL,60616,2,5530,200198,1107094940
92,17,IL,60616,3,3390,207939,704913210
93,17,IL,60616,4,2100,181305,380740500
94,17,IL,60616,5,2660,359757,956953620
95,17,IL,60616,6,930,358224,333148320
96,17,IL,60617,1,16870,219284,3699321080
97,17,IL,60617,2,9370,336785,3155675450
98,17,IL,60617,3,4440,272407,1209487080
99,17,IL,60617,4,2280,195853,446544840
100,17,IL,60617,5,1740,224146,390014040
101,17,IL,60617,6,160,65361,10457760
102,17,IL,60618,1,15210,199097,3028265370
103,17,IL,60618,2,12050,437010,5265970500
104,17,IL,60618,3,6340,388127,2460725180
105,17,IL,60618,4,3480,300315,1045096200
106,17,IL,60618,5,4890,674601,3298798890
107,17,IL,60618,6,2810,1227440,3449106400
108,17,IL,60619,1,14590,190852,2784530680
109,17,IL,60619,2,7740,277297,2146278780
110,17,IL,60619,3,3650,223972,817497800
111,17,IL,60619,4,1840,157558,289906720
112,17,IL,60619,5,1290,165424,213396960
113,17,IL,60619,6,120,35709,4285080
114,17,IL,60620,1,16270,211665,3443789550
115,17,IL,60620,2,8290,295921,2453185090
116,17,IL,60620,3,3690,224324,827755560
117,17,IL,60620,4,1580,135143,213525940
118,17,IL,60620,5,890,110816,98626240
119,17,IL,60620,6,40,9590,383600
120,17,IL,60621,1,7850,101945,800268250
121,17,IL,60621,2,2350,81592,191741200
122,17,IL,60621,3,670,40481,27122270
123,17,IL,60621,4,230,19606,4509380
124,17,IL,60621,5,110,14973,1647030
125,17,IL,60621,6,0,0,0
126,17,IL,60622,1,7570,99411,752541270
127,17,IL,60622,2,7130,265072,1889963360
128,17,IL,60622,3,4990,305233,1523112670
129,17,IL,60622,4,2770,238525,660714250
130,17,IL,60622,5,4020,562037,2259388740
131,17,IL,60622,6,2780,1551646,4313575880
132,17,IL,60623,1,18980,263193,4995403140
133,17,IL,60623,2,9990,345132,3447868680
134,17,IL,60623,3,2590,154637,400509830
135,17,IL,60623,4,840,71419,59991960
136,17,IL,60623,5,370,46632,17253840
137,17,IL,60623,6,40,14449,577960
138,17,IL,60624,1,9420,125127,1178696340
139,17,IL,60624,2,3440,119278,410316320
140,17,IL,60624,3,980,59293,58107140
141,17,IL,60624,4,350,29731,10405850
142,17,IL,60624,5,180,21909,3943620
143,17,IL,60624,6,20,6052,121040
144,17,IL,60625,1,13890,180701,2509936890
145,17,IL,60625,2,10050,364634,3664571700
146,17,IL,60625,3,5170,316531,1636465270
147,17,IL,60625,4,2830,244351,691513330
148,17,IL,60625,5,3540,480320,1700332800
149,17,IL,60625,6,1370,562115,770097550
150,17,IL,60626,1,9820,129749,1274135180
151,17,IL,60626,2,7210,258646,1864837660
152,17,IL,60626,3,3290,201136,661737440
153,17,IL,60626,4,1600,137891,220625600
154,17,IL,60626,5,1710,228689,391058190
155,17,IL,60626,6,330,110336,36410880
156,17,IL,60628,1,15850,204534,3241863900
157,17,IL,60628,2,7700,275689,2122805300
158,17,IL,60628,3,3670,224674,824553580
159,17,IL,60628,4,1700,145865,247970500
160,17,IL,60628,5,1060,131680,139580800
161,17,IL,60628,6,50,15160,758000
162,17,IL,60629,1,23200,316457,7341802400
163,17,IL,60629,2,15390,545753,8399138670
164,17,IL,60629,3,5730,348556,1997225880
165,17,IL,60629,4,2380,203987,485489060
166,17,IL,60629,5,1440,179183,258023520
167,17,IL,60629,6,90,27523,2477070
168,17,IL,60630,1,10090,123144,1242522960
169,17,IL,60630,2,6650,242125,1610131250
170,17,IL,60630,3,3900,239155,932704500
171,17,IL,60630,4,2650,229275,607578750
172,17,IL,60630,5,3610,486161,1755041210
173,17,IL,60630,6,640,203761,130407040
174,17,IL,60631,1,4010,45152,181059520
175,17,IL,60631,2,2690,99657,268077330
176,17,IL,60631,3,2230,138555,308977650
177,17,IL,60631,4,1890,163977,309916530
178,17,IL,60631,5,3520,494302,1739943040
179,17,IL,60631,6,950,298402,283481900
180,17,IL,60632,1,18050,249772,4508384600
181,17,IL,60632,2,12600,444786,5604303600
182,17,IL,60632,3,4190,252843,1059412170
183,17,IL,60632,4,1470,125468,184437960
184,17,IL,60632,5,830,102159,84791970
185,17,IL,60632,6,50,19912,995600
186,17,IL,60633,1,2240,28787,64482880
187,17,IL,60633,2,1430,50981,72902830
188,17,IL,60633,3,930,57396,53378280
189,17,IL,60633,4,530,45515,24122950
190,17,IL,60633,5,480,61169,29361120
191,17,IL,60633,6,40,8880,355200
192,17,IL,60634,1,15360,186993,2872212480
193,17,IL,60634,2,10080,364168,3670813440
194,17,IL,60634,3,5370,329609,1770000330
195,17,IL,60634,4,3390,292666,992137740
196,17,IL,60634,5,3750,490753,1840323750
197,17,IL,60634,6,390,109596,42742440
198,17,IL,60636,1,9610,125202,1203191220
199,17,IL,60636,2,3430,120333,412742190
200,17,IL,60636,3,1020,61318,62544360
201,17,IL,60636,4,320,27529,8809280
202,17,IL,60636,5,140,16864,2360960
203,17,IL,60636,6,0,0,0
204,17,IL,60637,1,10130,129602,1312868260
205,17,IL,60637,2,4220,149874,632468280
206,17,IL,60637,3,1790,109069,195233510
207,17,IL,60637,4,820,70419,57743580
208,17,IL,60637,5,990,133960,132620400
209,17,IL,60637,6,610,346940,211633400
210,17,IL,60638,1,9530,118802,1132183060
211,17,IL,60638,2,6950,253435,1761373250
212,17,IL,60638,3,4400,270526,1190314400
213,17,IL,60638,4,2980,259154,772278920
214,17,IL,60638,5,3510,467410,1640609100
215,17,IL,60638,6,340,113872,38716480
216,17,IL,60639,1,19690,273198,5379268620
217,17,IL,60639,2,13120,460068,6036092160
218,17,IL,60639,3,3890,234529,912317810
219,17,IL,60639,4,1420,121106,171970520
220,17,IL,60639,5,850,105931,90041350
221,17,IL,60639,6,50,23072,1153600
222,17,IL,60640,1,11120,140488,1562226560
223,17,IL,60640,2,9270,342302,3173139540
224,17,IL,60640,3,5830,357095,2081863850
225,17,IL,60640,4,3460,297796,1030374160
226,17,IL,60640,5,4400,598400,2632960000
227,17,IL,60640,6,1480,634146,938536080
228,17,IL,60641,1,14840,188444,2796508960
229,17,IL,60641,2,9930,355637,3531475410
230,17,IL,60641,3,4440,270077,1199141880
231,17,IL,60641,4,2230,192281,428786630
232,17,IL,60641,5,2580,346357,893601060
233,17,IL,60641,6,620,226584,140482080
234,17,IL,60642,1,2270,30191,68533570
235,17,IL,60642,2,2490,93593,233046570
236,17,IL,60642,3,2200,135351,297772200
237,17,IL,60642,4,1320,113764,150168480
238,17,IL,60642,5,1950,271912,530228400
239,17,IL,60642,6,990,393270,389337300
240,17,IL,60643,1,9540,117655,1122428700
241,17,IL,60643,2,5390,197243,1063139770
242,17,IL,60643,3,3490,214847,749816030
243,17,IL,60643,4,2230,192473,429214790
244,17,IL,60643,5,2940,402753,1184093820
245,17,IL,60643,6,960,329153,315986880
246,17,IL,60644,1,12170,162568,1978452560
247,17,IL,60644,2,5070,175867,891645690
248,17,IL,60644,3,1560,93660,146109600
249,17,IL,60644,4,560,47677,26699120
250,17,IL,60644,5,290,36894,10699260
251,17,IL,60644,6,40,11888,475520
252,17,IL,60645,1,9090,111981,1017907290
253,17,IL,60645,2,5130,184939,948737070
254,17,IL,60645,3,2570,157357,404407490
255,17,IL,60645,4,1520,131088,199253760
256,17,IL,60645,5,2030,274515,557265450
257,17,IL,60645,6,570,269133,153405810
258,17,IL,60646,1,3800,41493,157673400
259,17,IL,60646,2,2330,85955,200275150
260,17,IL,60646,3,1650,101826,168012900
261,17,IL,60646,4,1370,119140,163221800
262,17,IL,60646,5,3050,431082,1314800100
263,17,IL,60646,6,1270,480290,609968300
264,17,IL,60647,1,14750,202153,2981756750
265,17,IL,60647,2,12670,460726,5837398420
266,17,IL,60647,3,6490,394508,2560356920
267,17,IL,60647,4,3280,283112,928607360
268,17,IL,60647,5,4530,623255,2823345150
269,17,IL,60647,6,2450,1001297,2453177650
270,17,IL,60649,1,10350,136656,1414389600
271,17,IL,60649,2,5040,179221,903273840
272,17,IL,60649,3,2090,127932,267377880
273,17,IL,60649,4,910,77951,70935410
274,17,IL,60649,5,700,91641,64148700
275,17,IL,60649,6,170,62002,10540340
276,17,IL,60651,1,15340,208352,3196119680
277,17,IL,60651,2,8060,282678,2278384680
278,17,IL,60651,3,2580,154963,399804540
279,17,IL,60651,4,920,78781,72478520
280,17,IL,60651,5,500,62057,31028500
281,17,IL,60651,6,40,13608,544320
282,17,IL,60652,1,7400,96140,711436000
283,17,IL,60652,2,5350,194341,1039724350
284,17,IL,60652,3,3270,201696,659545920
285,17,IL,60652,4,2080,178866,372041280
286,17,IL,60652,5,1740,223331,388595940
287,17,IL,60652,6,120,40310,4837200
288,17,IL,60653,1,6600,86505,570933000
289,17,IL,60653,2,3210,114070,366164700
290,17,IL,60653,3,1600,97503,156004800
291,17,IL,60653,4,850,73133,62163050
292,17,IL,60653,5,930,123482,114838260
293,17,IL,60653,6,230,73414,16885220
294,17,IL,60654,1,1130,13968,15783840
295,17,IL,60654,2,1410,54158,76362780
296,17,IL,60654,3,1960,122125,239365000
297,17,IL,60654,4,1620,140784,228070080
298,17,IL,60654,5,3330,469246,1562589180
299,17,IL,60654,6,2350,1506382,3539997700
300,17,IL,60655,1,3490,37074,129388260
301,17,IL,60655,2,2260,84014,189871640
302,17,IL,60655,3,2080,129419,269191520
303,17,IL,60655,4,2130,185647,395428110
304,17,IL,60655,5,3830,527570,2020593100
305,17,IL,60655,6,580,161609,93733220
306,17,IL,60656,1,5080,60294,306293520
307,17,IL,60656,2,3290,120607,396797030
308,17,IL,60656,3,2200,136098,299415600
309,17,IL,60656,4,1560,134806,210297360
310,17,IL,60656,5,2270,306852,696554040
311,17,IL,60656,6,350,106734,37356900
312,17,IL,60657,1,7100,92018,653327800
313,17,IL,60657,2,9620,366793,3528548660
314,17,IL,60657,3,8580,526137,4514255460
315,17,IL,60657,4,4630,397935,1842439050
316,17,IL,60657,5,6710,940801,6312774710
317,17,IL,60657,6,5000,2714562,13572810000
318,17,IL,60659,1,8510,103513,880895630
319,17,IL,60659,2,4280,153705,657857400
320,17,IL,60659,3,2010,123598,248431980
321,17,IL,60659,4,1200,103445,124134000
322,17,IL,60659,5,1360,181245,246493200
323,17,IL,60659,6,350,226784,79374400
324,17,IL,60660,1,7870,99850,785819500
325,17,IL,60660,2,6140,223449,1371976860
326,17,IL,60660,3,3410,209026,712778660
327,17,IL,60660,4,1990,171006,340301940
328,17,IL,60660,5,2320,313145,726496400
329,17,IL,60660,6,680,287779,195689720
330,17,IL,60661,1,630,8419,5303970
331,17,IL,60661,2,840,32692,27461280
332,17,IL,60661,3,1360,85281,115982160
333,17,IL,60661,4,1240,107529,133335960
334,17,IL,60661,5,1920,266166,511038720
335,17,IL,60661,6,790,484224,382536960
336,17,IL,60706,1,4700,56061,263486700
337,17,IL,60706,2,3040,111310,338382400
338,17,IL,60706,3,1930,119125,229911250
339,17,IL,60706,4,1210,104007,125848470
340,17,IL,60706,5,1370,177442,243095540
341,17,IL,60706,6,240,77432,18583680
342,17,IL,60707,1,8140,99799,812363860
343,17,IL,60707,2,5670,205251,1163773170
344,17,IL,60707,3,3120,191785,598369200
345,17,IL,60707,4,1890,163300,308637000
346,17,IL,60707,5,2300,307175,706502500
347,17,IL,60707,6,380,123816,47050080
348,17,IL,60712,1,2050,21597,44273850
349,17,IL,60712,2,1090,40261,43884490
350,17,IL,60712,3,740,45786,33881640
351,17,IL,60712,4,610,53385,32564850
352,17,IL,60712,5,1170,162240,189820800
353,17,IL,60712,6,710,482567,342622570
354,17,IL,60714,1,5720,68067,389343240
355,17,IL,60714,2,3590,130445,468297550
356,17,IL,60714,3,2270,139872,317509440
357,17,IL,60714,4,1540,133888,206187520
358,17,IL,60714,5,2080,276020,574121600
359,17,IL,60714,6,400,134927,53970800
360,17,IL,60803,1,4050,50243,203484150
361,17,IL,60803,2,3010,110212,331738120
362,17,IL,60803,3,1880,115319,216799720
363,17,IL,60803,4,1170,101573,118840410
364,17,IL,60803,5,1060,136832,145041920
365,17,IL,60803,6,70,23758,1663060
366,17,IL,60804,1,16290,224863,3663018270
367,17,IL,60804,2,11650,412960,4810984000
368,17,IL,60804,3,3930,237115,931861950
369,17,IL,60804,4,1440,122414,176276160
370,17,IL,60804,5,650,80105,52068250
371,17,IL,60804,6,50,14307,715350
372,17,IL,60805,1,3210,37378,119983380
373,17,IL,60805,2,2240,83093,186128320
374,17,IL,60805,3,1630,100615,164002450
375,17,IL,60805,4,1130,98155,110915150
376,17,IL,60805,5,1660,221277,367319820
377,17,IL,60805,6,260,91803,23868780
378,17,IL,60827,1,6430,84288,541971840
379,17,IL,60827,2,2950,104958,309626100
380,17,IL,60827,3,1170,71382,83516940
381,17,IL,60827,4,440,37656,16568640
382,17,IL,60827,5,270,34981,9444870
383,17,IL,60827,6,0,0,0
