,STATEFIPS,STATE,zipcode,agi_stub,#_of_returns,AGI,returns x AGI
227,17,IL,60640,6,1180,470000,554600000
228,17,IL,60641,1,15630,195900,3061917000
229,17,IL,60641,2,9630,342680,3300008400
230,17,IL,60641,3,3960,241320,955627200
231,17,IL,60641,4,2040,176211,359470440
232,17,IL,60641,5,2280,302577,689875560
233,17,IL,60641,6,480,171736,82433280
234,17,IL,60642,1,2660,34939,92937740
235,17,IL,60642,2,2740,101632,278471680
236,17,IL,60642,3,2060,126374,260330440
237,17,IL,60642,4,1110,94949,105393390
238,17,IL,60642,5,1620,226007,366131340
239,17,IL,60642,6,680,267723,182051640
240,17,IL,60643,1,9860,119490,1178171400
241,17,IL,60643,2,5520,201232,1110800640
242,17,IL,60643,3,3530,217369,767312570
243,17,IL,60643,4,2240,193444,433314560
244,17,IL,60643,5,2730,376645,1028240850
245,17,IL,60643,6,810,286317,231916770
246,17,IL,60644,1,12640,164752,2082465280
247,17,IL,60644,2,4870,169672,826302640
248,17,IL,60644,3,1500,91031,136546500
249,17,IL,60644,4,500,42580,21290000
250,17,IL,60644,5,300,40997,12299100
251,17,IL,60644,6,0,0,0
252,17,IL,60645,1,9040,111247,1005672880
253,17,IL,60645,2,4950,177238,877328100
254,17,IL,60645,3,2540,155678,395422120
255,17,IL,60645,4,1460,126155,184186300
256,17,IL,60645,5,1850,248707,460107950
257,17,IL,60645,6,470,197763,92948610
258,17,IL,60646,1,4130,44667,184474710
259,17,IL,60646,2,2360,86131,203269160
260,17,IL,60646,3,1790,110727,198201330
261,17,IL,60646,4,1370,118565,162434050
262,17,IL,60646,5,2850,397625,1133231250
263,17,IL,60646,6,1070,383034,409846380
264,17,IL,60647,1,16990,226839,3853994610
265,17,IL,60647,2,12260,441000,5406660000
266,17,IL,60647,3,5610,341512,1915882320
267,17,IL,60647,4,2940,252859,743405460
268,17,IL,60647,5,3740,513917,1922049580
269,17,IL,60647,6,1720,634546,1091419120
270,17,IL,60649,1,10890,141623,1542274470
271,17,IL,60649,2,4990,177088,883669120
272,17,IL,60649,3,2160,131627,284314320
273,17,IL,60649,4,870,73846,64246020
274,17,IL,60649,5,650,84143,54692950
275,17,IL,60649,6,150,66629,9994350
276,17,IL,60651,1,15940,211264,3367548160
277,17,IL,60651,2,7640,267325,2042363000
278,17,IL,60651,3,2320,139277,323122640
279,17,IL,60651,4,750,64241,48180750
280,17,IL,60651,5,430,53176,22865680
281,17,IL,60651,6,30,10345,310350
282,17,IL,60652,1,7500,96022,720165000
283,17,IL,60652,2,5220,189826,990891720
284,17,IL,60652,3,3230,199084,643041320
285,17,IL,60652,4,1900,163661,310955900
286,17,IL,60652,5,1580,202911,320599380
287,17,IL,60652,6,90,23930,2153700
288,17,IL,60653,1,6720,86475,581112000
289,17,IL,60653,2,3050,108640,331352000
290,17,IL,60653,3,1500,91479,137218500
291,17,IL,60653,4,820,70537,57840340
292,17,IL,60653,5,810,108628,87988680
293,17,IL,60653,6,200,61692,12338400
294,17,IL,60654,1,1380,16963,23408940
295,17,IL,60654,2,1730,66710,115408300
296,17,IL,60654,3,1970,122723,241764310
297,17,IL,60654,4,1530,132521,202757130
298,17,IL,60654,5,2720,379920,1033382400
299,17,IL,60654,6,1880,1216534,2287083920
300,17,IL,60655,1,3780,40299,152330220
301,17,IL,60655,2,2320,85828,199120960
302,17,IL,60655,3,2110,132791,280189010
303,17,IL,60655,4,2250,195903,440781750
304,17,IL,60655,5,3460,472460,1634711600
305,17,IL,60655,6,390,109066,42535740
306,17,IL,60656,1,5390,63589,342744710
307,17,IL,60656,2,3220,117920,379702400
308,17,IL,60656,3,2190,136263,298415970
309,17,IL,60656,4,1470,127178,186951660
310,17,IL,60656,5,2000,267564,535128000
311,17,IL,60656,6,250,79082,19770500
312,17,IL,60657,1,8210,106817,876967570
313,17,IL,60657,2,10100,381201,3850130100
314,17,IL,60657,3,7770,475979,3698356830
315,17,IL,60657,4,4060,350245,1421994700
316,17,IL,60657,5,6120,856499,5241773880
317,17,IL,60657,6,4320,2129181,9198061920
318,17,IL,60659,1,8600,104557,899190200
319,17,IL,60659,2,4210,151453,637617130
320,17,IL,60659,3,2000,122835,245670000
321,17,IL,60659,4,1140,97958,111672120
322,17,IL,60659,5,1240,165573,205310520
323,17,IL,60659,6,280,141764,39693920
324,17,IL,60660,1,8530,108396,924617880
325,17,IL,60660,2,6070,220135,1336219450
326,17,IL,60660,3,3280,201956,662415680
327,17,IL,60660,4,1820,156968,285681760
328,17,IL,60660,5,1970,264956,521963320
329,17,IL,60660,6,520,183029,95175080
330,17,IL,60661,1,630,8192,5160960
331,17,IL,60661,2,920,35838,32970960
332,17,IL,60661,3,1340,83706,112166040
333,17,IL,60661,4,1000,86563,86563000
334,17,IL,60661,5,1480,202985,300417800
335,17,IL,60661,6,540,239295,129219300
336,17,IL,60706,1,4870,57358,279333460
337,17,IL,60706,2,3090,112970,349077300
338,17,IL,60706,3,1920,117886,226341120
339,17,IL,60706,4,1110,95787,106323570
340,17,IL,60706,5,1160,150432,174501120
341,17,IL,60706,6,150,55452,8317800
342,17,IL,60707,1,8480,102621,870226080
343,17,IL,60707,2,5560,201556,1120651360
344,17,IL,60707,3,2970,182243,541261710
345,17,IL,60707,4,1800,155647,280164600
346,17,IL,60707,5,2000,264597,529194000
347,17,IL,60707,6,300,94378,28313400
348,17,IL,60712,1,2140,22491,48130740
349,17,IL,60712,2,1110,40427,44873970
350,17,IL,60712,3,750,46238,34678500
351,17,IL,60712,4,600,51343,30805800
352,17,IL,60712,5,1060,147448,156294880
353,17,IL,60712,6,650,338914,220294100
354,17,IL,60714,1,6060,71615,433986900
355,17,IL,60714,2,3700,134437,497416900
356,17,IL,60714,3,2280,139883,318933240
357,17,IL,60714,4,1460,126191,184238860
358,17,IL,60714,5,1810,239003,432595430
359,17,IL,60714,6,300,101513,30453900
360,17,IL,60803,1,4250,51795,220128750
361,17,IL,60803,2,2960,108209,320298640
362,17,IL,60803,3,1790,109311,195666690
363,17,IL,60803,4,1090,94158,102632220
364,17,IL,60803,5,960,121619,116754240
365,17,IL,60803,6,70,22240,1556800
366,17,IL,60804,1,17090,232877,3979867930
367,17,IL,60804,2,10740,377667,4056143580
368,17,IL,60804,3,3430,206431,708058330
369,17,IL,60804,4,1220,103571,126356620
370,17,IL,60804,5,510,61858,31547580
371,17,IL,60804,6,40,14912,596480
372,17,IL,60805,1,3410,39308,134040280
373,17,IL,60805,2,2220,81294,180472680
374,17,IL,60805,3,1560,96129,149961240
375,17,IL,60805,4,1190,102529,122009510
376,17,IL,60805,5,1460,193976,283204960
377,17,IL,60805,6,190,74614,14176660
378,17,IL,60827,1,6670,86388,576207960
379,17,IL,60827,2,2940,104991,308673540
380,17,IL,60827,3,1130,68500,77405000
381,17,IL,60827,4,440,37772,16619680
382,17,IL,60827,5,230,29272,6732560
383,17,IL,60827,6,0,0,0
