,STATEFIPS,STATE,zipcode,agi_stub,#_of_returns,AGI,returns x AGI
57,17,IL,60610,4,2900,250189,725548100
58,17,IL,60610,5,4230,584082,2470666860
59,17,IL,60610,6,3290,2389430,7861224700
60,17,IL,60611,1,2600,30266,78691600
61,17,IL,60611,2,2600,98341,255686600
62,17,IL,60611,3,3240,201419,652597560
63,17,IL,60611,4,2400,207589,498213600
64,17,IL,60611,5,4250,598750,2544687500
65,17,IL,60611,6,4590,5053591,23195982690
66,17,IL,60612,1,6690,87297,584016930
67,17,IL,60612,2,3650,131026,478244900
68,17,IL,60612,3,1780,107913,192085140
69,17,IL,60612,4,950,81452,77379400
70,17,IL,60612,5,1090,147380,160644200
71,17,IL,60612,6,430,170210,73190300
72,17,IL,60613,1,6400,82273,526547200
73,17,IL,60613,2,7000,263915,1847405000
74,17,IL,60613,3,5470,336051,1838198970
75,17,IL,60613,4,3150,271050,853807500
76,17,IL,60613,5,4330,598150,2589989500
77,17,IL,60613,6,2480,1313884,3258432320
78,17,IL,60614,1,5680,67109,381179120
79,17,IL,60614,2,6380,244184,1557893920
80,17,IL,60614,3,6780,418190,2835328200
81,17,IL,60614,4,3750,323614,1213552500
82,17,IL,60614,5,5920,830989,4919454880
83,17,IL,60614,6,6820,5952266,40594454120
84,17,IL,60615,1,7030,87965,618393950
85,17,IL,60615,2,4770,173352,826889040
86,17,IL,60615,3,2560,157122,402232320
87,17,IL,60615,4,1530,131918,201834540
88,17,IL,60615,5,1730,234266,405280180
89,17,IL,60615,6,930,450934,419368620
90,17,IL,60616,1,9690,119272,1155745680
91,17,IL,60616,2,5400,196173,1059334200
92,17,IL,60616,3,3330,205014,682696620
93,17,IL,60616,4,2040,176197,359441880
94,17,IL,60616,5,2670,361678,965680260
95,17,IL,60616,6,1010,398038,402018380
96,17,IL,60617,1,16090,211080,3396277200
97,17,IL,60617,2,9450,337154,3186105300
98,17,IL,60617,3,4420,270810,1196980200
99,17,IL,60617,4,2250,192463,433041750
100,17,IL,60617,5,1670,214082,357516940
101,17,IL,60617,6,160,48058,7689280
102,17,IL,60618,1,14300,187240,2677532000
103,17,IL,60618,2,11710,426755,4997301050
104,17,IL,60618,3,6450,393988,2541222600
105,17,IL,60618,4,3510,302882,1063115820
106,17,IL,60618,5,5150,712059,3667103850
107,17,IL,60618,6,2990,1284742,3841378580
108,17,IL,60619,1,14100,186417,2628479700
109,17,IL,60619,2,7840,280582,2199762880
110,17,IL,60619,3,3500,214884,752094000
111,17,IL,60619,4,1750,149825,262193750
112,17,IL,60619,5,1240,159072,197249280
113,17,IL,60619,6,100,29943,2994300
114,17,IL,60620,1,15750,208636,3286017000
115,17,IL,60620,2,8370,298813,2501064810
116,17,IL,60620,3,3730,227018,846777140
117,17,IL,60620,4,1460,125386,183063560
118,17,IL,60620,5,870,108814,94668180
119,17,IL,60620,6,30,9115,273450
120,17,IL,60621,1,7330,97674,715950420
121,17,IL,60621,2,2420,83128,201169760
122,17,IL,60621,3,670,40320,27014400
123,17,IL,60621,4,240,19931,4783440
124,17,IL,60621,5,110,14521,1597310
125,17,IL,60621,6,0,0,0
126,17,IL,60622,1,7060,92601,653763060
127,17,IL,60622,2,6910,257122,1776713020
128,17,IL,60622,3,5110,313685,1602930350
129,17,IL,60622,4,2740,236205,647201700
130,17,IL,60622,5,4090,570237,2332269330
131,17,IL,60622,6,2900,1478124,4286559600
132,17,IL,60623,1,17970,251172,4513560840
133,17,IL,60623,2,10200,354018,3610983600
134,17,IL,60623,3,2570,153217,393767690
135,17,IL,60623,4,850,71875,61093750
136,17,IL,60623,5,380,46783,17777540
137,17,IL,60623,6,50,16780,839000
138,17,IL,60624,1,9140,122110,1116085400
139,17,IL,60624,2,3590,123573,443627070
140,17,IL,60624,3,1040,63110,65634400
141,17,IL,60624,4,350,29685,10389750
142,17,IL,60624,5,190,23205,4408950
143,17,IL,60624,6,20,5664,113280
144,17,IL,60625,1,13140,169544,2227808160
145,17,IL,60625,2,9900,359622,3560257800
146,17,IL,60625,3,5220,318884,1664574480
147,17,IL,60625,4,2820,242878,684915960
148,17,IL,60625,5,3650,499018,1821415700
149,17,IL,60625,6,1400,570523,798732200
150,17,IL,60626,1,9180,120305,1104399900
151,17,IL,60626,2,7250,261606,1896643500
152,17,IL,60626,3,3180,194145,617381100
153,17,IL,60626,4,1590,136786,217489740
154,17,IL,60626,5,1720,229727,395130440
155,17,IL,60626,6,350,118664,41532400
156,17,IL,60628,1,15270,201775,3081104250
157,17,IL,60628,2,7570,269642,2041189940
158,17,IL,60628,3,3560,217508,774328480
159,17,IL,60628,4,1620,138140,223786800
160,17,IL,60628,5,1010,126973,128242730
161,17,IL,60628,6,60,15557,933420
162,17,IL,60629,1,22090,305544,6749466960
163,17,IL,60629,2,15620,553597,8647185140
164,17,IL,60629,3,5830,353614,2061569620
165,17,IL,60629,4,2500,213201,533002500
166,17,IL,60629,5,1530,190960,292168800
167,17,IL,60629,6,70,20528,1436960
168,17,IL,60630,1,9690,117861,1142073090
169,17,IL,60630,2,6750,245897,1659804750
170,17,IL,60630,3,4010,247070,990750700
171,17,IL,60630,4,2610,225545,588672450
172,17,IL,60630,5,3620,489072,1770440640
173,17,IL,60630,6,700,210745,147521500
174,17,IL,60631,1,3900,43747,170613300
175,17,IL,60631,2,2670,98757,263681190
176,17,IL,60631,3,2250,139725,314381250
177,17,IL,60631,4,1860,161956,301238160
178,17,IL,60631,5,3560,497360,1770601600
179,17,IL,60631,6,1010,305639,308695390
180,17,IL,60632,1,17270,238518,4119205860
181,17,IL,60632,2,12820,453328,5811664960
182,17,IL,60632,3,4190,253533,1062303270
183,17,IL,60632,4,1530,130699,199969470
184,17,IL,60632,5,850,107006,90955100
185,17,IL,60632,6,50,17976,898800
186,17,IL,60633,1,2180,28493,62114740
187,17,IL,60633,2,1470,53460,78586200
188,17,IL,60633,3,890,54565,48562850
189,17,IL,60633,4,590,50576,29839840
190,17,IL,60633,5,460,59920,27563200
191,17,IL,60633,6,30,7900,237000
192,17,IL,60634,1,14830,181584,2692890720
193,17,IL,60634,2,10050,363341,3651577050
194,17,IL,60634,3,5500,337733,1857531500
195,17,IL,60634,4,3400,292785,995469000
196,17,IL,60634,5,3880,510771,1981791480
197,17,IL,60634,6,390,112733,43965870
198,17,IL,60636,1,8950,118253,1058364350
199,17,IL,60636,2,3440,120162,413357280
200,17,IL,60636,3,1010,60878,61486780
201,17,IL,60636,4,290,24361,7064690
202,17,IL,60636,5,140,18386,2574040
203,17,IL,60636,6,0,0,0
204,17,IL,60637,1,9740,126149,1228691260
205,17,IL,60637,2,4230,150082,634846860
206,17,IL,60637,3,1740,105892,184252080
207,17,IL,60637,4,850,73027,62072950
208,17,IL,60637,5,1010,135895,137253950
209,17,IL,60637,6,610,345707,210881270
210,17,IL,60638,1,9170,114045,1045792650
211,17,IL,60638,2,7020,256831,1802953620
212,17,IL,60638,3,4470,275374,1230921780
213,17,IL,60638,4,3050,263977,805129850
214,17,IL,60638,5,3500,465695,1629932500
215,17,IL,60638,6,360,126944,45699840
216,17,IL,60639,1,18390,256455,4716207450
217,17,IL,60639,2,13320,467891,6232308120
218,17,IL,60639,3,4120,248543,1023997160
219,17,IL,60639,4,1460,124019,181067740
220,17,IL,60639,5,910,113053,102878230
221,17,IL,60639,6,50,17824,891200
222,17,IL,60640,1,10640,135315,1439751600
223,17,IL,60640,2,9120,336276,3066837120
224,17,IL,60640,3,5840,357137,2085680080
225,17,IL,60640,4,3480,300502,1045746960
226,17,IL,60640,5,4300,582474,2504638200
227,17,IL,60640,6,1570,658925,1034512250
228,17,IL,60641,1,13940,181078,2524227320
229,17,IL,60641,2,9870,355175,3505577250
230,17,IL,60641,3,4470,272650,1218745500
231,17,IL,60641,4,2300,197419,454063700
232,17,IL,60641,5,2710,366103,992139130
233,17,IL,60641,6,640,271041,173466240
234,17,IL,60642,1,2170,28416,61662720
235,17,IL,60642,2,2460,92510,227574600
236,17,IL,60642,3,2260,139190,314569400
237,17,IL,60642,4,1370,118245,161995650
238,17,IL,60642,5,2100,291507,612164700
239,17,IL,60642,6,1060,410205,434817300
240,17,IL,60643,1,9170,113845,1043958650
241,17,IL,60643,2,5360,194755,1043886800
242,17,IL,60643,3,3380,208902,706088760
243,17,IL,60643,4,2170,186904,405581680
244,17,IL,60643,5,2950,406137,1198104150
245,17,IL,60643,6,970,347946,337507620
246,17,IL,60644,1,11220,151457,1699347540
247,17,IL,60644,2,5190,179354,930847260
248,17,IL,60644,3,1530,91516,140019480
249,17,IL,60644,4,550,46903,25796650
250,17,IL,60644,5,280,34999,9799720
251,17,IL,60644,6,30,9250,277500
252,17,IL,60645,1,8720,107913,941001360
253,17,IL,60645,2,5160,186103,960291480
254,17,IL,60645,3,2560,156837,401502720
255,17,IL,60645,4,1530,132185,202243050
256,17,IL,60645,5,2040,274569,560120760
257,17,IL,60645,6,590,276098,162897820
258,17,IL,60646,1,3670,39820,146139400
259,17,IL,60646,2,2330,85529,199282570
260,17,IL,60646,3,1640,101740,166853600
261,17,IL,60646,4,1360,118376,160991360
262,17,IL,60646,5,3060,430970,1318768200
263,17,IL,60646,6,1370,501972,687701640
264,17,IL,60647,1,13540,184541,2498685140
265,17,IL,60647,2,12390,451592,5595224880
266,17,IL,60647,3,6910,421486,2912468260
267,17,IL,60647,4,3480,299830,1043408400
268,17,IL,60647,5,4830,668450,3228613500
269,17,IL,60647,6,2620,1050376,2751985120
270,17,IL,60649,1,10040,133557,1340912280
271,17,IL,60649,2,5030,177465,892648950
272,17,IL,60649,3,2040,124481,253941240
273,17,IL,60649,4,930,79348,73793640
274,17,IL,60649,5,710,92630,65767300
275,17,IL,60649,6,160,60854,9736640
276,17,IL,60651,1,14770,201890,2981915300
277,17,IL,60651,2,8340,293533,2448065220
278,17,IL,60651,3,2540,153408,389656320
279,17,IL,60651,4,910,77425,70456750
280,17,IL,60651,5,500,62331,31165500
281,17,IL,60651,6,40,11000,440000
282,17,IL,60652,1,7060,92847,655499820
283,17,IL,60652,2,5470,197738,1081626860
284,17,IL,60652,3,3310,204358,676424980
285,17,IL,60652,4,2000,172453,344906000
286,17,IL,60652,5,1740,223821,389448540
287,17,IL,60652,6,120,33919,4070280
288,17,IL,60653,1,6400,84245,539168000
289,17,IL,60653,2,3260,116063,378365380
290,17,IL,60653,3,1560,94942,148109520
291,17,IL,60653,4,910,78591,71517810
292,17,IL,60653,5,950,127346,120978700
293,17,IL,60653,6,270,84757,22884390
294,17,IL,60654,1,1130,13904,15711520
295,17,IL,60654,2,1460,56279,82167340
296,17,IL,60654,3,2130,132821,282908730
297,17,IL,60654,4,1770,152611,270121470
298,17,IL,60654,5,3320,465217,1544520440
299,17,IL,60654,6,2430,1519393,3692124990
300,17,IL,60655,1,3330,35791,119184030
301,17,IL,60655,2,2260,84343,190615180
302,17,IL,60655,3,2100,131138,275389800
303,17,IL,60655,4,2150,187912,404010800
304,17,IL,60655,5,3790,524060,1986187400
305,17,IL,60655,6,610,163485,99725850
306,17,IL,60656,1,4910,58355,286523050
307,17,IL,60656,2,3250,119263,387604750
308,17,IL,60656,3,2190,135383,296488770
309,17,IL,60656,4,1530,132493,202714290
310,17,IL,60656,5,2360,319911,754989960
311,17,IL,60656,6,350,108092,37832200
312,17,IL,60657,1,6820,87631,597643420
313,17,IL,60657,2,8750,334366,2925702500
314,17,IL,60657,3,8460,517872,4381197120
315,17,IL,60657,4,4370,376934,1647201580
316,17,IL,60657,5,6470,907249,5869901030
317,17,IL,60657,6,4990,2594868,12948391320
318,17,IL,60659,1,8270,100418,830456860
319,17,IL,60659,2,4420,158443,700318060
320,17,IL,60659,3,2110,129940,274173400
321,17,IL,60659,4,1170,101163,118360710
322,17,IL,60659,5,1350,180167,243225450
323,17,IL,60659,6,330,160528,52974240
324,17,IL,60660,1,7250,93210,675772500
325,17,IL,60660,2,5980,218964,1309404720
326,17,IL,60660,3,3350,205631,688863850
327,17,IL,60660,4,2010,172913,347555130
328,17,IL,60660,5,2290,309748,709322920
329,17,IL,60660,6,720,294348,211930560
330,17,IL,60661,1,630,8220,5178600
331,17,IL,60661,2,860,33096,28462560
332,17,IL,60661,3,1360,85418,116168480
333,17,IL,60661,4,1180,102179,120571220
334,17,IL,60661,5,1880,256833,482846040
335,17,IL,60661,6,840,434560,365030400
336,17,IL,60706,1,4480,53963,241754240
337,17,IL,60706,2,3060,111890,342383400
338,17,IL,60706,3,1940,119826,232462440
339,17,IL,60706,4,1220,106000,129320000
340,17,IL,60706,5,1400,182633,255686200
341,17,IL,60706,6,240,84718,20332320
342,17,IL,60707,1,7840,97315,762949600
343,17,IL,60707,2,5670,204975,1162208250
344,17,IL,60707,3,3180,194770,619368600
345,17,IL,60707,4,1900,162937,309580300
346,17,IL,60707,5,2370,315347,747372390
347,17,IL,60707,6,370,119901,44363370
348,17,IL,60712,1,2000,21224,42448000
349,17,IL,60712,2,1040,38183,39710320
350,17,IL,60712,3,820,50745,41610900
351,17,IL,60712,4,590,51078,30136020
352,17,IL,60712,5,1180,164477,194082860
353,17,IL,60712,6,690,391349,270030810
354,17,IL,60714,1,5470,65016,355637520
355,17,IL,60714,2,3600,130843,471034800
356,17,IL,60714,3,2310,141862,327701220
357,17,IL,60714,4,1570,136138,213736660
358,17,IL,60714,5,2110,282502,596079220
359,17,IL,60714,6,400,129229,51691600
360,17,IL,60803,1,3910,48689,190373990
361,17,IL,60803,2,3000,109557,328671000
362,17,IL,60803,3,1860,114107,212239020
363,17,IL,60803,4,1100,94562,104018200
364,17,IL,60803,5,1100,139490,153439000
365,17,IL,60803,6,70,26741,1871870
366,17,IL,60804,1,15800,217572,3437637600
367,17,IL,60804,2,11730,416397,4884336810
368,17,IL,60804,3,4190,252589,1058347910
369,17,IL,60804,4,1440,122450,176328000
370,17,IL,60804,5,730,89157,65084610
371,17,IL,60804,6,50,13322,666100
372,17,IL,60805,1,3140,36977,116107780
373,17,IL,60805,2,2230,82212,183332760
374,17,IL,60805,3,1630,100603,163982890
375,17,IL,60805,4,1120,96710,108315200
376,17,IL,60805,5,1660,220724,366401840
377,17,IL,60805,6,270,98414,26571780
378,17,IL,60827,1,6360,85028,540778080
379,17,IL,60827,2,2950,104421,308041950
380,17,IL,60827,3,1130,68333,77216290
381,17,IL,60827,4,410,35185,14425850
382,17,IL,60827,5,250,32363,8090750
383,17,IL,60827,6,0,0,0
