,state,agi_class,zipcode,#_of_returns,AGI,returns x AGI
2686,il,6,60803.0,640.0,76944.0,49244160.0
2687,il,7,60803.0,39.0,18290.0,713310.0
2688,il,1,60804.0,4925.0,25349.0,124843825.0
2689,il,2,60804.0,10241.0,180525.0,1848756525.0
2690,il,3,60804.0,9744.0,341001.0,3322713744.0
2691,il,4,60804.0,3070.0,184792.0,567311440.0
2692,il,5,60804.0,856.0,72873.0,62379288.0
2693,il,6,60804.0,353.0,43417.0,15326201.0
2694,il,7,60804.0,21.0,6797.0,142737.0
2695,il,1,60805.0,1853.0,4087.0,7573211.0
2696,il,2,60805.0,1784.0,30510.0,54429840.0
2697,il,3,60805.0,2333.0,86037.0,200724321.0
2698,il,4,60805.0,1733.0,107398.0,186120734.0
2699,il,5,60805.0,1058.0,91216.0,96506528.0
2700,il,6,60805.0,1062.0,135743.0,144159066.0
2701,il,7,60805.0,147.0,59392.0,8730624.0
2702,il,1,60827.0,2256.0,12212.0,27550272.0
2703,il,2,60827.0,3581.0,59237.0,212127697.0
2704,il,3,60827.0,3319.0,116995.0,388306405.0
2705,il,4,60827.0,1256.0,74767.0,93907352.0
2706,il,5,60827.0,338.0,28611.0,9670518.0
2707,il,6,60827.0,182.0,22930.0,4173260.0
2708,il,7,60827.0,,,
