,state,zipcode,agi_class,#_of_returns,AGI,returns x AGI
2015,IL,60627,6,0,0,0
2016,IL,60628,1,6710,32964,221188440
2017,IL,60628,2,10830,181255,1962991650
2018,IL,60628,3,9449,336264,3177358536
2019,IL,60628,4,3411,206374,703941714
2020,IL,60628,5,1115,94920,105835800
2021,IL,60628,6,585,81289,47554065
2022,IL,60629,1,7362,39483,290673846
2023,IL,60629,2,14433,249327,3598536591
2024,IL,60629,3,13146,462766,6083521836
2025,IL,60629,4,4481,269952,1209654912
2026,IL,60629,5,1372,117244,160858768
2027,IL,60629,6,700,93968,65777600
2028,IL,60630,1,4977,20933,104183541
2029,IL,60630,2,6016,103171,620676736
2030,IL,60630,3,6793,245964,1670833452
2031,IL,60630,4,3835,235125,901704375
2032,IL,60630,5,2056,176376,362629056
2033,IL,60630,6,2019,306590,619005210
2034,IL,60631,1,2385,8519,20317815
2035,IL,60631,2,2439,41391,100952649
2036,IL,60631,3,3153,117403,370171659
2037,IL,60631,4,2633,163552,430632416
2038,IL,60631,5,1675,144710,242389250
2039,IL,60631,6,2537,418624,1062049088
2040,IL,60632,1,5444,28727,156389788
2041,IL,60632,2,11283,197448,2227805784
2042,IL,60632,3,9776,340818,3331836768
2043,IL,60632,4,2925,175266,512653050
2044,IL,60632,5,756,64140,48489840
2045,IL,60632,6,384,61956,23791104
2046,IL,60633,1,916,4545,4163220
2047,IL,60633,2,1385,23706,32832810
2048,IL,60633,3,1662,60895,101207490
2049,IL,60633,4,954,58291,55609614
2050,IL,60633,5,393,33972,13350996
2051,IL,60633,6,237,31323,7423551
2052,IL,60634,1,8218,35518,291886924
2053,IL,60634,2,9236,157791,1457357676
2054,IL,60634,3,9421,338264,3186785144
2055,IL,60634,4,4977,305180,1518880860
2056,IL,60634,5,2486,214089,532225254
2057,IL,60634,6,1841,260786,480107026
2058,IL,60635,1,0,0,0
2059,IL,60635,2,26,309,8034
2060,IL,60635,3,20,732,14640
2061,IL,60635,4,11,661,7271
2062,IL,60635,5,12,1088,13056
2063,IL,60635,6,0,0,0
2064,IL,60636,1,4029,23335,94016715
2065,IL,60636,2,6464,105678,683102592
2066,IL,60636,3,4109,141917,583136953
2067,IL,60636,4,956,56785,54286460
2068,IL,60636,5,217,18306,3972402
2069,IL,60636,6,71,9819,697149
2070,IL,60637,1,4347,21301,92595447
2071,IL,60637,2,6138,100413,616334994
2072,IL,60637,3,4394,154447,678640118
2073,IL,60637,4,1497,90099,134878203
2074,IL,60637,5,588,50454,29666952
2075,IL,60637,6,1104,303168,334697472
2076,IL,60638,1,4509,22323,100654407
2077,IL,60638,2,6120,104585,640060200
2078,IL,60638,3,7356,268112,1972231872
2079,IL,60638,4,4367,269361,1176299487
2080,IL,60638,5,2192,188732,413700544
2081,IL,60638,6,1791,249739,447282549
2082,IL,60639,1,6316,29655,187300980
2083,IL,60639,2,12474,217278,2710325772
2084,IL,60639,3,9938,343276,3411476888
2085,IL,60639,4,2623,156925,411614275
2086,IL,60639,5,703,59810,42046430
2087,IL,60639,6,383,61318,23484794
2088,IL,60640,1,5358,16623,89066034
2089,IL,60640,2,7669,132755,1018098095
2090,IL,60640,3,9022,327299,2952891578
2091,IL,60640,4,4374,266662,1166379588
2092,IL,60640,5,2098,180941,379614218
2093,IL,60640,6,2794,552445,1543531330
2094,IL,60641,1,7049,30203,212900947
2095,IL,60641,2,9074,156839,1423157086
2096,IL,60641,3,8689,308248,2678366872
2097,IL,60641,4,3406,206905,704718430
2098,IL,60641,5,1457,125119,182298383
2099,IL,60641,6,1571,287517,451689207
2100,IL,60642,1,14,78,1092
2101,IL,60642,2,18,304,5472
2102,IL,60642,3,19,729,13851
2103,IL,60642,4,19,1171,22249
2104,IL,60642,5,13,1092,14196
2105,IL,60642,6,12,1646,19752
2106,IL,60643,1,4126,18663,77003538
2107,IL,60643,2,5344,90545,483872480
2108,IL,60643,3,6172,224403,1385015316
2109,IL,60643,4,3248,198111,643464528
2110,IL,60643,5,1438,124139,178511882
2111,IL,60643,6,2008,369534,742024272
2112,IL,60644,1,4390,24808,108907120
2113,IL,60644,2,8262,136280,1125945360
2114,IL,60644,3,5253,179798,944478894
2115,IL,60644,4,1173,69421,81430833
2116,IL,60644,5,284,24107,6846388
2117,IL,60644,6,150,22561,3384150
2118,IL,60645,1,3620,8930,32326600
2119,IL,60645,2,4570,78475,358630750
2120,IL,60645,3,4689,168062,788042718
2121,IL,60645,4,2355,143546,338050830
2122,IL,60645,5,1190,102762,122286780
2123,IL,60645,6,1569,306151,480350919
2124,IL,60646,1,2325,-1765,-4103625
2125,IL,60646,2,2112,36046,76129152
2126,IL,60646,3,2582,95327,246134314
2127,IL,60646,4,1946,120954,235376484
2128,IL,60646,5,1325,114979,152347175
2129,IL,60646,6,2774,574792,1594473008
2130,IL,60647,1,6354,24749,157255146
2131,IL,60647,2,11221,195317,2191652057
2132,IL,60647,3,10616,376576,3997730816
2133,IL,60647,4,3866,234214,905471324
2134,IL,60647,5,1719,147905,254248695
2135,IL,60647,6,2625,604512,1586844000
2136,IL,60648,1,0,0,0
2137,IL,60648,2,16,508,8128
2138,IL,60648,3,0,0,0
2139,IL,60648,4,0,0,0
2140,IL,60648,5,0,0,0
2141,IL,60648,6,0,0,0
2142,IL,60649,1,4013,15513,62253669
2143,IL,60649,2,6785,113999,773483215
2144,IL,60649,3,5753,202953,1167588609
2145,IL,60649,4,1942,116732,226693544
2146,IL,60649,5,581,49569,28799589
2147,IL,60649,6,533,100141,53375153
2148,IL,60650,1,0,0,0
2149,IL,60650,2,0,0,0
2150,IL,60650,3,22,774,17028
2151,IL,60650,4,0,0,0
2152,IL,60650,5,0,0,0
2153,IL,60650,6,0,0,0
2154,IL,60651,1,5579,31328,174778912
2155,IL,60651,2,10089,170272,1717874208
2156,IL,60651,3,7472,258074,1928328928
2157,IL,60651,4,1800,107246,193042800
2158,IL,60651,5,436,36933,16102788
2159,IL,60651,6,228,31790,7248120
2160,IL,60652,1,2652,12250,32487000
2161,IL,60652,2,4195,72443,303898385
2162,IL,60652,3,5420,198446,1075577320
2163,IL,60652,4,3353,205246,688189838
2164,IL,60652,5,1448,124316,180009568
2165,IL,60652,6,936,124717,116735112
2166,IL,60653,1,2334,10565,24658710
2167,IL,60653,2,3305,54621,180522405
2168,IL,60653,3,2625,91494,240171750
2169,IL,60653,4,966,58589,56596974
2170,IL,60653,5,411,35314,14514054
2171,IL,60653,6,437,67421,29462977
2172,IL,60654,1,17,37,629
2173,IL,60654,2,19,303,5757
2174,IL,60654,3,28,997,27916
2175,IL,60654,4,16,1020,16320
2176,IL,60654,5,0,0,0
2177,IL,60654,6,19,6193,117667
2178,IL,60655,1,2267,7194,16308798
2179,IL,60655,2,1946,32744,63719824
2180,IL,60655,3,2774,104304,289339296
2181,IL,60655,4,2885,180189,519845265
2182,IL,60655,5,1906,164568,313666608
2183,IL,60655,6,2077,288910,600066070
2184,IL,60656,1,2538,10173,25819074
2185,IL,60656,2,2987,50741,151563367
2186,IL,60656,3,3611,132182,477309202
2187,IL,60656,4,2354,144519,340197726
2188,IL,60656,5,1311,113024,148174464
2189,IL,60656,6,1391,237144,329867304
2190,IL,60657,1,4464,-1245,-5557680
2191,IL,60657,2,6555,114283,749125065
2192,IL,60657,3,11594,431176,4999054544
2193,IL,60657,4,6222,378222,2353297284
2194,IL,60657,5,3026,261050,789937300
2195,IL,60657,6,7357,1985208,14605175256
2196,IL,60658,1,0,0,0
2197,IL,60658,2,21,277,5817
2198,IL,60658,3,24,889,21336
2199,IL,60658,4,25,1591,39775
2200,IL,60658,5,25,2309,57725
2201,IL,60658,6,0,0,0
2202,IL,60659,1,3467,4231,14668877
2203,IL,60659,2,4359,73845,321890355
2204,IL,60659,3,3912,140174,548360688
2205,IL,60659,4,1761,107476,189265236
2206,IL,60659,5,825,70910,58500750
2207,IL,60659,6,992,244131,242177952
2208,IL,60660,1,3601,12189,43892589
2209,IL,60660,2,5314,92255,490243070
2210,IL,60660,3,6030,217780,1313213400
2211,IL,60660,4,2848,173265,493458720
2212,IL,60660,5,1213,104248,126452824
2213,IL,60660,6,1392,305986,425932512
2214,IL,60661,1,360,-590,-212400
2215,IL,60661,2,401,6944,2784544
2216,IL,60661,3,816,31220,25475520
2217,IL,60661,4,777,47833,37166241
2218,IL,60661,5,451,38731,17467681
2219,IL,60661,6,824,295233,243271992
2220,IL,60664,1,334,735,245490
2221,IL,60664,2,195,2971,579345
2222,IL,60664,3,135,5007,675945
2223,IL,60664,4,65,3959,257335
2224,IL,60664,5,37,3046,112702
2225,IL,60664,6,46,10664,490544
2226,IL,60666,1,13,32,416
2227,IL,60666,2,14,251,3514
2228,IL,60666,3,29,1116,32364
2229,IL,60666,4,26,1597,41522
2230,IL,60666,5,19,2130,40470
2231,IL,60666,6,0,0,0
2232,IL,60669,1,11,142,1562
2233,IL,60669,2,0,0,0
2234,IL,60669,3,0,0,0
2235,IL,60669,4,0,0,0
2236,IL,60669,5,0,0,0
2237,IL,60669,6,0,0,0
2238,IL,60670,1,16,148,2368
2239,IL,60670,2,0,0,0
2240,IL,60670,3,12,452,5424
2241,IL,60670,4,14,1205,16870
2242,IL,60670,5,0,0,0
2243,IL,60670,6,0,0,0
2244,IL,60675,1,11,-2,-22
2245,IL,60675,2,12,217,2604
2246,IL,60675,3,17,604,10268
2247,IL,60675,4,17,1062,18054
2248,IL,60675,5,10,856,8560
2249,IL,60675,6,47,19072,896384
2250,IL,60680,1,324,77,24948
2251,IL,60680,2,418,7265,3036770
2252,IL,60680,3,635,23832,15133320
2253,IL,60680,4,406,24648,10007088
2254,IL,60680,5,151,12929,1952279
2255,IL,60680,6,510,273297,139381470
2256,IL,60681,1,0,0,0
2257,IL,60681,2,22,340,7480
2258,IL,60681,3,38,1435,54530
2259,IL,60681,4,23,1491,34293
2260,IL,60681,5,0,0,0
2261,IL,60681,6,11,2100,23100
2262,IL,60690,1,199,697,138703
2263,IL,60690,2,240,4141,993840
2264,IL,60690,3,338,12209,4126642
2265,IL,60690,4,181,10898,1972538
2266,IL,60690,5,83,7092,588636
2267,IL,60690,6,190,55658,10575020
2268,IL,60697,1,0,0,0
2269,IL,60697,2,26,331,8606
2270,IL,60697,3,13,501,6513
2271,IL,60697,4,18,1200,21600
2272,IL,60697,5,0,0,0
2273,IL,60697,6,21,11253,236313
2274,IL,60699,1,35,192,6720
2275,IL,60699,2,27,442,11934
2276,IL,60699,3,25,907,22675
2277,IL,60699,4,11,723,7953
2278,IL,60699,5,12,1207,14484
2279,IL,60699,6,0,0,0
2280,IL,60706,1,2335,8257,19280095
2281,IL,60706,2,2692,45645,122876340
2282,IL,60706,3,2889,104734,302576526
2283,IL,60706,4,1662,102274,169979388
2284,IL,60706,5,875,75071,65687125
2285,IL,60706,6,767,131899,101166533
2286,IL,60707,1,4048,16631,67322288
2287,IL,60707,2,4667,80159,374102053
2288,IL,60707,3,5417,195321,1058053857
2289,IL,60707,4,2848,174391,496665568
2290,IL,60707,5,1469,126487,185809403
2291,IL,60707,6,1429,226381,323498449
2292,IL,60712,1,1263,-11706,-14784678
2293,IL,60712,2,944,15923,15031312
2294,IL,60712,3,1030,37448,38571440
2295,IL,60712,4,739,45983,33981437
2296,IL,60712,5,530,45962,24359860
2297,IL,60712,6,1473,538493,793200189
2298,IL,60714,1,2935,10701,31407435
2299,IL,60714,2,3406,57949,197374294
2300,IL,60714,3,3714,135970,504992580
2301,IL,60714,4,2132,131237,279797284
2302,IL,60714,5,1365,117970,161029050
2303,IL,60714,6,1398,239791,335227818
2304,IL,60803,1,1819,8100,14733900
2305,IL,60803,2,2347,40016,93917552
2306,IL,60803,3,3116,114032,355323712
2307,IL,60803,4,1829,112207,205226603
2308,IL,60803,5,930,79874,74282820
2309,IL,60803,6,577,78579,45340083
2310,IL,60804,1,4848,23805,115406640
2311,IL,60804,2,10269,180798,1856614662
2312,IL,60804,3,9218,322366,2971569788
2313,IL,60804,4,2834,170103,482071902
2314,IL,60804,5,769,65408,50298752
2315,IL,60804,6,295,43977,12973215
2316,IL,60805,1,1813,6028,10928764
2317,IL,60805,2,1845,31635,58366575
2318,IL,60805,3,2352,86710,203941920
2319,IL,60805,4,1624,100256,162815744
2320,IL,60805,5,1077,92802,99947754
2321,IL,60805,6,1040,169037,175798480
2322,IL,60827,1,2296,12624,28984704
2323,IL,60827,2,3627,60792,220492584
2324,IL,60827,3,3295,116786,384809870
2325,IL,60827,4,1125,67299,75711375
2326,IL,60827,5,338,28673,9691474
2327,IL,60827,6,123,15993,1967139
