,STATEFIPS,STATE,zipcode,agi_stub,#_of_returns,AGI,returns x AGI
1692,17,IL,60619,1,13230,175883,2326932090
1693,17,IL,60619,2,8060,288094,2322037640
1694,17,IL,60619,3,3600,219906,791661600
1695,17,IL,60619,4,1880,160253,301275640
1696,17,IL,60619,5,1310,169760,222385600
1697,17,IL,60619,6,120,33230,3987600
1698,17,IL,60620,1,15230,205607,3131394610
1699,17,IL,60620,2,8670,310201,2689442670
1700,17,IL,60620,3,3810,231155,880700550
1701,17,IL,60620,4,1620,138567,224478540
1702,17,IL,60620,5,920,114153,105020760
1703,17,IL,60620,6,50,12929,646450
1704,17,IL,60621,1,6930,92992,644434560
1705,17,IL,60621,2,2520,87211,219771720
1706,17,IL,60621,3,670,40472,27116240
1707,17,IL,60621,4,220,18222,4008840
1708,17,IL,60621,5,120,15815,1897800
1709,17,IL,60621,6,0,0,0
1710,17,IL,60622,1,6480,86328,559405440
1711,17,IL,60622,2,6720,251341,1689011520
1712,17,IL,60622,3,5140,316430,1626450200
1713,17,IL,60622,4,2930,252340,739356200
1714,17,IL,60622,5,4330,606580,2626491400
1715,17,IL,60622,6,3200,1554303,4973769600
1716,17,IL,60623,1,17060,239993,4094280580
1717,17,IL,60623,2,10520,365508,3845144160
1718,17,IL,60623,3,2830,168833,477797390
1719,17,IL,60623,4,850,72394,61534900
1720,17,IL,60623,5,460,56357,25924220
1721,17,IL,60623,6,50,16370,818500
1722,17,IL,60624,1,8600,116656,1003241600
1723,17,IL,60624,2,3880,134567,522119960
1724,17,IL,60624,3,1080,65235,70453800
1725,17,IL,60624,4,390,33685,13137150
1726,17,IL,60624,5,210,26117,5484570
1727,17,IL,60624,6,20,5406,108120
1728,17,IL,60625,1,12480,161228,2012125440
1729,17,IL,60625,2,10000,364912,3649120000
1730,17,IL,60625,3,5430,332370,1804769100
1731,17,IL,60625,4,2890,249300,720477000
1732,17,IL,60625,5,3900,536746,2093309400
1733,17,IL,60625,6,1610,673515,1084359150
1734,17,IL,60626,1,8810,114498,1008727380
1735,17,IL,60626,2,7230,262145,1895308350
1736,17,IL,60626,3,3320,202069,670869080
1737,17,IL,60626,4,1700,146563,249157100
1738,17,IL,60626,5,1800,239287,430716600
1739,17,IL,60626,6,400,129831,51932400
1740,17,IL,60628,1,14490,192617,2791020330
1741,17,IL,60628,2,7880,281709,2219866920
1742,17,IL,60628,3,3650,224520,819498000
1743,17,IL,60628,4,1650,141503,233479950
1744,17,IL,60628,5,1090,136000,148240000
1745,17,IL,60628,6,70,19515,1366050
1746,17,IL,60629,1,21470,297136,6379509920
1747,17,IL,60629,2,16020,569963,9130807260
1748,17,IL,60629,3,6290,381332,2398578280
1749,17,IL,60629,4,2630,225314,592575820
1750,17,IL,60629,5,1650,205862,339672300
1751,17,IL,60629,6,80,25141,2011280
1752,17,IL,60630,1,9250,113463,1049532750
1753,17,IL,60630,2,6650,243103,1616634950
1754,17,IL,60630,3,4060,249818,1014261080
1755,17,IL,60630,4,2660,230228,612406480
1756,17,IL,60630,5,3900,530022,2067085800
1757,17,IL,60630,6,800,240568,192454400
1758,17,IL,60631,1,3740,41371,154727540
1759,17,IL,60631,2,2660,98627,262347820
1760,17,IL,60631,3,2200,136345,299959000
1761,17,IL,60631,4,1940,169213,328273220
1762,17,IL,60631,5,3700,522832,1934478400
1763,17,IL,60631,6,1120,378409,423818080
1764,17,IL,60632,1,16650,229450,3820342500
1765,17,IL,60632,2,12960,461025,5974884000
1766,17,IL,60632,3,4540,274463,1246062020
1767,17,IL,60632,4,1620,137918,223427160
1768,17,IL,60632,5,940,117093,110067420
1769,17,IL,60632,6,60,24182,1450920
1770,17,IL,60633,1,2190,28863,63209970
1771,17,IL,60633,2,1540,55963,86183020
1772,17,IL,60633,3,890,54926,48884140
1773,17,IL,60633,4,560,48339,27069840
1774,17,IL,60633,5,490,63507,31118430
1775,17,IL,60633,6,40,8195,327800
1776,17,IL,60634,1,14510,178886,2595635860
1777,17,IL,60634,2,9980,361744,3610205120
1778,17,IL,60634,3,5580,342871,1913220180
1779,17,IL,60634,4,3540,305837,1082662980
1780,17,IL,60634,5,4190,554365,2322789350
1781,17,IL,60634,6,510,146761,74848110
1782,17,IL,60636,1,8520,113398,966150960
1783,17,IL,60636,2,3520,122920,432678400
1784,17,IL,60636,3,1050,63387,66556350
1785,17,IL,60636,4,310,26359,8171290
1786,17,IL,60636,5,130,16307,2119910
1787,17,IL,60636,6,0,0,0
1788,17,IL,60637,1,9340,122546,1144579640
1789,17,IL,60637,2,4480,159004,712337920
1790,17,IL,60637,3,1870,113864,212925680
1791,17,IL,60637,4,860,74273,63874780
1792,17,IL,60637,5,1060,144253,152908180
1793,17,IL,60637,6,680,411768,280002240
1794,17,IL,60638,1,8970,112590,1009932300
1795,17,IL,60638,2,6970,255413,1780228610
1796,17,IL,60638,3,4440,273532,1214482080
1797,17,IL,60638,4,3120,269609,841180080
1798,17,IL,60638,5,3770,503440,1897968800
1799,17,IL,60638,6,440,119745,52687800
1800,17,IL,60639,1,17680,246600,4359888000
1801,17,IL,60639,2,13740,485120,6665548800
1802,17,IL,60639,3,4440,267182,1186288080
1803,17,IL,60639,4,1580,135298,213770840
1804,17,IL,60639,5,1010,126526,127791260
1805,17,IL,60639,6,70,23789,1665230
1806,17,IL,60640,1,10020,127957,1282129140
1807,17,IL,60640,2,8910,331539,2954012490
1808,17,IL,60640,3,6000,369571,2217426000
1809,17,IL,60640,4,3570,307770,1098738900
1810,17,IL,60640,5,4650,634542,2950620300
1811,17,IL,60640,6,1690,792967,1340114230
1812,17,IL,60641,1,13400,172430,2310562000
1813,17,IL,60641,2,10060,362661,3648369660
1814,17,IL,60641,3,4660,283912,1323029920
1815,17,IL,60641,4,2400,207104,497049600
1816,17,IL,60641,5,2870,389197,1116995390
1817,17,IL,60641,6,810,287521,232892010
1818,17,IL,60642,1,2060,27238,56110280
1819,17,IL,60642,2,2350,88750,208562500
1820,17,IL,60642,3,2300,141924,326425200
1821,17,IL,60642,4,1500,129058,193587000
1822,17,IL,60642,5,2240,314222,703857280
1823,17,IL,60642,6,1230,482053,592925190
1824,17,IL,60643,1,8780,110874,973473720
1825,17,IL,60643,2,5500,200277,1101523500
1826,17,IL,60643,3,3480,214479,746386920
1827,17,IL,60643,4,2260,194755,440146300
1828,17,IL,60643,5,3060,418511,1280643660
1829,17,IL,60643,6,1100,401207,441327700
1830,17,IL,60644,1,10640,145673,1549960720
1831,17,IL,60644,2,5430,188848,1025444640
1832,17,IL,60644,3,1550,93883,145518650
1833,17,IL,60644,4,520,44296,23033920
1834,17,IL,60644,5,320,40327,12904640
1835,17,IL,60644,6,30,9368,281040
1836,17,IL,60645,1,8580,105317,903619860
1837,17,IL,60645,2,5250,188011,987057750
1838,17,IL,60645,3,2670,163083,435431610
1839,17,IL,60645,4,1560,135056,210687360
1840,17,IL,60645,5,2140,291444,623690160
1841,17,IL,60645,6,620,321613,199400060
1842,17,IL,60646,1,3680,39989,147159520
1843,17,IL,60646,2,2250,82623,185901750
1844,17,IL,60646,3,1710,106309,181788390
1845,17,IL,60646,4,1310,113854,149148740
1846,17,IL,60646,5,3090,438344,1354482960
1847,17,IL,60646,6,1540,577422,889229880
1848,17,IL,60647,1,12720,173719,2209705680
1849,17,IL,60647,2,12260,446545,5474641700
1850,17,IL,60647,3,7290,445112,3244866480
1851,17,IL,60647,4,3690,318187,1174110030
1852,17,IL,60647,5,5370,743801,3994211370
1853,17,IL,60647,6,3050,1227698,3744478900
1854,17,IL,60649,1,9660,130022,1256012520
1855,17,IL,60649,2,5260,186252,979685520
1856,17,IL,60649,3,2050,125087,256428350
1857,17,IL,60649,4,930,79271,73722030
1858,17,IL,60649,5,720,93847,67569840
1859,17,IL,60649,6,190,69735,13249650
1860,17,IL,60651,1,14000,193091,2703274000
1861,17,IL,60651,2,8680,306142,2657312560
1862,17,IL,60651,3,2820,169775,478765500
1863,17,IL,60651,4,920,78574,72288080
1864,17,IL,60651,5,590,74827,44147930
1865,17,IL,60651,6,60,18192,1091520
1866,17,IL,60652,1,7140,93429,667083060
1867,17,IL,60652,2,5660,206168,1166910880
1868,17,IL,60652,3,3290,202919,667603510
1869,17,IL,60652,4,2130,183595,391057350
1870,17,IL,60652,5,1830,236268,432370440
1871,17,IL,60652,6,140,36112,5055680
1872,17,IL,60653,1,6280,83102,521880560
1873,17,IL,60653,2,3310,118611,392602410
1874,17,IL,60653,3,1550,94978,147215900
1875,17,IL,60653,4,870,74860,65128200
1876,17,IL,60653,5,1090,145663,158772670
1877,17,IL,60653,6,330,109073,35994090
1878,17,IL,60654,1,1160,14211,16484760
1879,17,IL,60654,2,1450,56193,81479850
1880,17,IL,60654,3,2320,145244,336966080
1881,17,IL,60654,4,1960,169365,331955400
1882,17,IL,60654,5,3710,517810,1921075100
1883,17,IL,60654,6,2660,1930404,5134874640
1884,17,IL,60655,1,3180,34458,109576440
1885,17,IL,60655,2,2100,78713,165297300
1886,17,IL,60655,3,2060,128622,264961320
1887,17,IL,60655,4,2160,188614,407406240
1888,17,IL,60655,5,3870,539082,2086247340
1889,17,IL,60655,6,730,198881,145183130
1890,17,IL,60656,1,4680,56309,263526120
1891,17,IL,60656,2,3240,118915,385284600
1892,17,IL,60656,3,2320,143338,332544160
1893,17,IL,60656,4,1570,136682,214590740
1894,17,IL,60656,5,2470,336136,830255920
1895,17,IL,60656,6,430,118265,50853950
1896,17,IL,60657,1,6530,84062,548924860
1897,17,IL,60657,2,8430,322424,2718034320
1898,17,IL,60657,3,8450,519050,4385972500
1899,17,IL,60657,4,4620,398087,1839161940
1900,17,IL,60657,5,6670,932544,6220068480
1901,17,IL,60657,6,5450,2887879,15738940550
1902,17,IL,60659,1,8270,100283,829340410
1903,17,IL,60659,2,4450,159563,710055350
1904,17,IL,60659,3,2140,131005,280350700
1905,17,IL,60659,4,1280,110331,141223680
1906,17,IL,60659,5,1410,189116,266653560
1907,17,IL,60659,6,350,189273,66245550
1908,17,IL,60660,1,6960,88664,617101440
1909,17,IL,60660,2,5930,216895,1286187350
1910,17,IL,60660,3,3460,212603,735606380
1911,17,IL,60660,4,2050,177204,363268200
1912,17,IL,60660,5,2530,341215,863273950
1913,17,IL,60660,6,800,287554,230043200
1914,17,IL,60661,1,590,7403,4367770
1915,17,IL,60661,2,770,29554,22756580
1916,17,IL,60661,3,1370,86073,117920010
1917,17,IL,60661,4,1210,105518,127676780
1918,17,IL,60661,5,2020,278039,561638780
1919,17,IL,60661,6,900,574613,517151700
1920,17,IL,60706,1,4340,52884,229516560
1921,17,IL,60706,2,3050,111248,339306400
1922,17,IL,60706,3,2010,124202,249646020
1923,17,IL,60706,4,1290,111655,144034950
1924,17,IL,60706,5,1500,197770,296655000
1925,17,IL,60706,6,280,100423,28118440
1926,17,IL,60707,1,7590,95615,725717850
1927,17,IL,60707,2,5740,206936,1187812640
1928,17,IL,60707,3,3340,204751,683868340
1929,17,IL,60707,4,1970,169852,334608440
1930,17,IL,60707,5,2510,336365,844276150
1931,17,IL,60707,6,420,129288,54300960
1932,17,IL,60712,1,1930,21145,40809850
1933,17,IL,60712,2,980,36133,35410340
1934,17,IL,60712,3,810,50573,40964130
1935,17,IL,60712,4,610,52909,32274490
1936,17,IL,60712,5,1220,170394,207880680
1937,17,IL,60712,6,760,425482,323366320
1938,17,IL,60714,1,5320,63041,335378120
1939,17,IL,60714,2,3620,133053,481651860
1940,17,IL,60714,3,2400,148033,355279200
1941,17,IL,60714,4,1580,137323,216970340
1942,17,IL,60714,5,2210,296143,654476030
1943,17,IL,60714,6,470,158499,74494530
1944,17,IL,60803,1,3790,48117,182363430
1945,17,IL,60803,2,3150,114931,362032650
1946,17,IL,60803,3,1900,116737,221800300
1947,17,IL,60803,4,1100,94938,104431800
1948,17,IL,60803,5,1170,151051,176729670
1949,17,IL,60803,6,80,28722,2297760
1950,17,IL,60804,1,15230,209893,3196670390
1951,17,IL,60804,2,12080,428286,5173694880
1952,17,IL,60804,3,4430,268104,1187700720
1953,17,IL,60804,4,1610,137359,221147990
1954,17,IL,60804,5,850,103673,88122050
1955,17,IL,60804,6,50,14578,728900
1956,17,IL,60805,1,2990,34919,104407810
1957,17,IL,60805,2,2230,81736,182271280
1958,17,IL,60805,3,1660,102494,170140040
1959,17,IL,60805,4,1150,99386,114293900
1960,17,IL,60805,5,1720,231186,397639920
1961,17,IL,60805,6,300,117032,35109600
1962,17,IL,60827,1,6240,83959,523904160
1963,17,IL,60827,2,3120,110505,344775600
1964,17,IL,60827,3,1150,69466,79885900
1965,17,IL,60827,4,400,34479,13791600
1966,17,IL,60827,5,250,31823,7955750
1967,17,IL,60827,6,0,0,0
