,STATEFIPS,STATE,ZIPCODE,agi_stub,#_of_returns,AGI,returns x AGI
329,17,IL,60660,6,432,181752,78516864
330,17,IL,60661,1,791,9576,7574616
331,17,IL,60661,2,1016,39261,39889176
332,17,IL,60661,3,1176,73154,86029104
333,17,IL,60661,4,808,69889,56470312
334,17,IL,60661,5,1207,166407,200853249
335,17,IL,60661,6,440,199567,87809480
336,17,IL,60706,1,5058,59351,300197358
337,17,IL,60706,2,3085,112145,345967325
338,17,IL,60706,3,1823,112342,204799466
339,17,IL,60706,4,1024,88208,90324992
340,17,IL,60706,5,961,123214,118408654
341,17,IL,60706,6,120,41947,5033640
342,17,IL,60707,1,8745,107163,937140435
343,17,IL,60707,2,5578,200682,1119404196
344,17,IL,60707,3,2924,179157,523855068
345,17,IL,60707,4,1659,142859,237003081
346,17,IL,60707,5,1728,226435,391279680
347,17,IL,60707,6,226,72540,16394040
348,17,IL,60712,1,2240,23831,53381440
349,17,IL,60712,2,1096,39929,43762184
350,17,IL,60712,3,756,47071,35585676
351,17,IL,60712,4,568,49206,27949008
352,17,IL,60712,5,990,135725,134367750
353,17,IL,60712,6,533,259242,138175986
354,17,IL,60714,1,6290,73715,463667350
355,17,IL,60714,2,3663,132256,484453728
356,17,IL,60714,3,2259,139182,314412138
357,17,IL,60714,4,1422,123159,175132098
358,17,IL,60714,5,1607,211385,339695695
359,17,IL,60714,6,221,74971,16568591
360,17,IL,60803,1,4286,52761,226133646
361,17,IL,60803,2,3041,110373,335644293
362,17,IL,60803,3,1799,110752,199242848
363,17,IL,60803,4,1027,88658,91051766
364,17,IL,60803,5,870,107956,93921720
365,17,IL,60803,6,35,11366,397810
366,17,IL,60804,1,17327,239353,4147269431
367,17,IL,60804,2,10519,368805,3879459795
368,17,IL,60804,3,3151,189811,598094461
369,17,IL,60804,4,996,84622,84283512
370,17,IL,60804,5,389,47079,18313731
371,17,IL,60804,6,26,9090,236340
372,17,IL,60805,1,3545,40905,145008225
373,17,IL,60805,2,2243,82176,184320768
374,17,IL,60805,3,1585,97582,154667470
375,17,IL,60805,4,1094,94921,103843574
376,17,IL,60805,5,1336,174327,232900872
377,17,IL,60805,6,168,74902,12583536
378,17,IL,60827,1,6967,91678,638720626
379,17,IL,60827,2,3069,108559,333167571
380,17,IL,60827,3,1234,74332,91725688
381,17,IL,60827,4,421,35731,15042751
382,17,IL,60827,5,188,24794,4661272
383,17,IL,60827,6,0,0,0
