,state,zipcode,agi_class,#_of_returns,AGI,returns x AGI
95,IL,60614,5,3049,263469734,803319218966
96,IL,60614,6,4972,702384877,3492257608444
97,IL,60614,7,5294,4343741914,22995769692716
98,IL,60615,1,3540,14886856,52699470240
99,IL,60615,2,4136,69540332,287618813152
100,IL,60615,3,4594,165956244,762402984936
101,IL,60615,4,2437,148706335,362397338395
102,IL,60615,5,1231,105973882,130453848742
103,IL,60615,6,1326,183106487,242799201762
104,IL,60615,7,670,333790805,223639839350
105,IL,60616,1,4662,17951688,83690769456
106,IL,60616,2,5230,88952006,465218991380
107,IL,60616,3,5499,199879045,1099134868455
108,IL,60616,4,3152,192127756,605586686912
109,IL,60616,5,1579,135519132,213984709428
110,IL,60616,6,1744,233188543,406680818992
111,IL,60616,7,496,211112287,104711694352
112,IL,60617,1,6704,33803646,226619642784
113,IL,60617,2,10939,183897053,2011649862767
114,IL,60617,3,10147,361060657,3663682486579
115,IL,60617,4,4721,286946682,1354675285722
116,IL,60617,5,1834,156540679,287095605286
117,IL,60617,6,1307,163628345,213862246915
118,IL,60617,7,91,27840918,2533523538
119,IL,60618,1,6905,25384757,175281747085
120,IL,60618,2,10355,179864684,1862498802820
121,IL,60618,3,11951,430525656,5145212114856
122,IL,60618,4,5645,343661349,1939968315105
123,IL,60618,5,2732,234581279,640876054228
124,IL,60618,6,3451,469389963,1619864762313
125,IL,60618,7,1495,733061422,1095926825890
126,IL,60619,1,5898,29179499,172100685102
127,IL,60619,2,9373,155856830,1460846067590
128,IL,60619,3,8814,314842540,2775022147560
129,IL,60619,4,3845,233389384,897382181480
130,IL,60619,5,1372,117300084,160935715248
131,IL,60619,6,912,116264541,106033261392
132,IL,60619,7,68,22183612,1508485616
133,IL,60620,1,6734,34045968,229265548512
134,IL,60620,2,11135,185617512,2066850996120
135,IL,60620,3,9650,343463432,3314422118800
136,IL,60620,4,3893,234792619,914047665767
137,IL,60620,5,1174,100079221,117493005454
138,IL,60620,6,705,90143272,63551006760
139,IL,60620,7,81,34426753,2788566993
140,IL,60621,1,3658,20217624,73956068592
141,IL,60621,2,5859,92623692,542682211428
142,IL,60621,3,2758,95074127,262214442266
143,IL,60621,4,750,44721983,33541487250
144,IL,60621,5,189,15920042,3008887938
145,IL,60621,6,67,9124121,611316107
146,IL,60622,1,4601,14528619,66846176019
147,IL,60622,2,6120,106426125,651327885000
148,IL,60622,3,8079,296310105,2393889338295
149,IL,60622,4,4273,260289343,1112216362639
150,IL,60622,5,2007,173159438,347530992066
151,IL,60622,6,3044,422914685,1287352301140
152,IL,60622,7,1652,865837553,1430363637556
153,IL,60623,1,5921,30896168,182936210728
154,IL,60623,2,12617,215954348,2724696008716
155,IL,60623,3,8980,307531380,2761631792400
156,IL,60623,4,2048,122052373,249963259904
157,IL,60623,5,494,41671355,20585649370
158,IL,60623,6,223,27434340,6117857820
159,IL,60623,7,22,10619039,233618858
160,IL,60624,1,3645,19854983,72371413035
161,IL,60624,2,6276,101737918,638507173368
162,IL,60624,3,3696,127720221,472053936816
163,IL,60624,4,928,55408878,51419438784
164,IL,60624,5,277,23578703,6531300731
165,IL,60624,6,111,14359582,1593913602
166,IL,60624,7,10,3743632,37436320
167,IL,60625,1,6055,23969785,145137048175
168,IL,60625,2,8723,151341785,1320154390555
169,IL,60625,3,9766,351441216,3432174915456
170,IL,60625,4,4738,289948115,1373774168870
171,IL,60625,5,2220,190508885,422929724700
172,IL,60625,6,2509,335205124,841029656116
173,IL,60625,7,693,271822686,188373121398
174,IL,60626,1,3846,15369925,59112731550
175,IL,60626,2,5788,99973155,578644621140
176,IL,60626,3,6310,226097889,1426677679590
177,IL,60626,4,2891,176068619,509014377529
178,IL,60626,5,1283,110417426,141665557558
179,IL,60626,6,1281,165834539,212434044459
180,IL,60626,7,213,69126831,14724015003
181,IL,60628,1,6484,34017859,220571797756
182,IL,60628,2,10742,176541721,1896411166982
183,IL,60628,3,9200,327631663,3014211299600
184,IL,60628,4,3971,239901953,952650655363
185,IL,60628,5,1352,115470835,156116568920
186,IL,60628,6,693,86135852,59692145436
187,IL,60628,7,41,12496631,512361871
188,IL,60629,1,7732,39440157,304951293924
189,IL,60629,2,14902,257338937,3834864839174
190,IL,60629,3,13955,491722052,6861981235660
191,IL,60629,4,5087,306803976,1560711825912
192,IL,60629,5,1783,152068408,271137971464
193,IL,60629,6,915,112860191,103267074765
194,IL,60629,7,60,19886796,1193207760
195,IL,60630,1,4948,19690129,97426758292
196,IL,60630,2,5830,99180618,578223002940
197,IL,60630,3,6927,251459244,1741858183188
198,IL,60630,4,3946,243365441,960320030186
199,IL,60630,5,2407,207477263,499397772041
200,IL,60630,6,2469,320776080,791996141520
201,IL,60630,7,336,106312613,35721037968
202,IL,60631,1,2402,8471602,20348788004
203,IL,60631,2,2329,39617134,92268305086
204,IL,60631,3,3034,112041086,339932654924
205,IL,60631,4,2536,157724697,399989831592
206,IL,60631,5,1771,153025580,271008302180
207,IL,60631,6,2721,363767084,989810235564
208,IL,60631,7,427,140293365,59905266855
209,IL,60632,1,5631,28075023,158090454513
210,IL,60632,2,11430,201304970,2300915807100
211,IL,60632,3,10962,383385947,4202676751014
212,IL,60632,4,3300,198173543,653972691900
213,IL,60632,5,985,83902894,82644350590
214,IL,60632,6,508,62321479,31659311332
215,IL,60632,7,42,18815657,790257594
216,IL,60633,1,883,4385112,3872053896
217,IL,60633,2,1350,23005520,31057452000
218,IL,60633,3,1528,56001809,85570764152
219,IL,60633,4,960,58838714,56485165440
220,IL,60633,5,464,39751421,18444659344
221,IL,60633,6,351,43856041,15393470391
222,IL,60633,7,10,3202300,32023000
223,IL,60634,1,7990,34701321,277263554790
224,IL,60634,2,9028,154654406,1396219977368
225,IL,60634,3,9648,347339113,3351127762224
226,IL,60634,4,5078,311158297,1580061832166
227,IL,60634,5,2830,243725655,689743603650
228,IL,60634,6,2425,306090063,742268402775
229,IL,60634,7,191,68245708,13034930228
230,IL,60636,1,4277,25101154,107357635658
231,IL,60636,2,6906,110960281,766291700586
232,IL,60636,3,4102,141935184,582218124768
233,IL,60636,4,1154,69047637,79680973098
234,IL,60636,5,246,20837775,5126092650
235,IL,60636,6,98,12446037,1219711626
236,IL,60637,1,4325,20851417,90182378525
237,IL,60637,2,6210,101032915,627414402150
238,IL,60637,3,4483,158033940,708466153020
239,IL,60637,4,1841,111593048,205442801368
240,IL,60637,5,717,61812730,44319727410
241,IL,60637,6,829,112724512,93448620448
242,IL,60637,7,446,219648068,97963038328
243,IL,60638,1,4477,20265602,90729100154
244,IL,60638,2,5799,98676993,572227882407
245,IL,60638,3,7070,257398837,1819809777590
246,IL,60638,4,4541,280375427,1273184814007
247,IL,60638,5,2626,226776842,595515987092
248,IL,60638,6,2359,299158744,705715477096
249,IL,60638,7,128,41102636,5261137408
250,IL,60639,1,6367,31115322,198111255174
251,IL,60639,2,13135,228781382,3005043452570
252,IL,60639,3,11262,389180325,4382948820150
253,IL,60639,4,3134,188373657,590363041038
254,IL,60639,5,954,81415121,77670025434
255,IL,60639,6,503,62557202,31466272606
256,IL,60639,7,30,8974778,269243340
257,IL,60640,1,5441,20413257,111068531337
258,IL,60640,2,7185,124623995,895423404075
259,IL,60640,3,9243,338934692,3132773358156
260,IL,60640,4,5233,319680067,1672885790611
261,IL,60640,5,2664,229314557,610893979848
262,IL,60640,6,3083,412876947,1272899627601
263,IL,60640,7,853,351946984,300210777352
264,IL,60641,1,6696,28424117,190327887432
265,IL,60641,2,9043,156419728,1414503600304
266,IL,60641,3,9419,334812971,3153603373849
267,IL,60641,4,3814,232343023,886156289722
268,IL,60641,5,1753,150506928,263838644784
269,IL,60641,6,1726,224940368,388247075168
270,IL,60641,7,352,148883757,52407082464
271,IL,60642,1,859,2526829,2170546111
272,IL,60642,2,1359,23660069,32154033771
273,IL,60642,3,2030,74708071,151657384130
274,IL,60642,4,1133,69123691,78317141903
275,IL,60642,5,537,46327774,24878014638
276,IL,60642,6,779,106556722,83007686438
277,IL,60642,7,347,128433126,44566294722
278,IL,60643,1,4336,18789124,81469641664
279,IL,60643,2,5739,95798677,549788607303
280,IL,60643,3,6017,219018757,1317835860869
281,IL,60643,4,3649,223704833,816298935617
282,IL,60643,5,1755,151191010,265340222550
283,IL,60643,6,2211,299442807,662068046277
284,IL,60643,7,602,243479692,146574774584
285,IL,60644,1,4685,24624292,115364808020
286,IL,60644,2,8240,135091219,1113151644560
287,IL,60644,3,5322,184239572,980523002184
288,IL,60644,4,1431,85358612,122148173772
289,IL,60644,5,391,32986493,12897718763
290,IL,60644,6,164,21136729,3466423556
291,IL,60644,7,22,6388303,140542666
292,IL,60645,1,3841,13803431,53018978471
293,IL,60645,2,4589,78604698,360716959122
294,IL,60645,3,4887,176245231,861310443897
295,IL,60645,4,2604,159890847,416355765588
296,IL,60645,5,1411,121646597,171643348367
297,IL,60645,6,1573,208762007,328382637011
298,IL,60645,7,367,144039975,52862670825
299,IL,60646,1,2469,6787155,16757485695
300,IL,60646,2,2002,34144508,68357305016
301,IL,60646,3,2422,89955587,217872431714
302,IL,60646,4,1820,113585535,206725673700
303,IL,60646,5,1413,122582030,173208408390
304,IL,60646,6,2425,331512306,803917342050
305,IL,60646,7,822,355476329,292201542438
306,IL,60647,1,6481,24695172,160049409732
307,IL,60647,2,11051,192377596,2125964813396
308,IL,60647,3,11657,414380240,4830430457680
309,IL,60647,4,4903,298035234,1461266752302
310,IL,60647,5,2135,183357847,391469003345
311,IL,60647,6,2785,379913395,1058058805075
312,IL,60647,7,1202,512641577,616195175554
313,IL,60649,1,4137,20908421,86498137677
314,IL,60649,2,6758,112662074,761370296092
315,IL,60649,3,5734,202460528,1160908667552
316,IL,60649,4,2211,132983123,294025684953
317,IL,60649,5,764,65005551,49664240964
318,IL,60649,6,561,73739728,41367987408
319,IL,60649,7,111,52974304,5880147744
320,IL,60651,1,5780,30519794,176404409320
321,IL,60651,2,11062,184941812,2045826324344
322,IL,60651,3,7746,270959879,2098855222734
323,IL,60651,4,2243,133666724,299814461932
324,IL,60651,5,604,51511709,31113072236
325,IL,60651,6,280,34627505,9695701400
326,IL,60651,7,19,7231802,137404238
327,IL,60652,1,2799,13653873,38217190527
328,IL,60652,2,4388,75232071,330118327548
329,IL,60652,3,5329,194552624,1036770933296
330,IL,60652,4,3497,214808912,751186765264
331,IL,60652,5,1678,144077810,241762565180
332,IL,60652,6,1236,156038472,192863551392
333,IL,60652,7,63,25440895,1602776385
334,IL,60653,1,2436,11694903,28488783708
335,IL,60653,2,3620,59593064,215726891680
336,IL,60653,3,2946,104043539,306512265894
337,IL,60653,4,1277,78158125,99807925625
338,IL,60653,5,646,55399887,35788327002
339,IL,60653,6,635,83970303,53321142405
340,IL,60653,7,127,37764840,4796134680
341,IL,60654,1,576,799530,460529280
342,IL,60654,2,634,11217085,7111631890
343,IL,60654,3,1202,46037349,55336893498
344,IL,60654,4,1140,69931624,79722051360
345,IL,60654,5,705,60820642,42878552610
346,IL,60654,6,1325,187101845,247909944625
347,IL,60654,7,1058,961312489,1017068613362
348,IL,60655,1,2263,8989753,20343811039
349,IL,60655,2,1818,30933927,56237879286
350,IL,60655,3,2464,92202949,227188066336
351,IL,60655,4,2656,167045977,443674114912
352,IL,60655,5,2054,177273653,364120083262
353,IL,60655,6,2698,349868456,943945094288
354,IL,60655,7,221,71053536,15702831456
355,IL,60656,1,2526,9468324,23916986424
356,IL,60656,2,2874,49128822,141196234428
357,IL,60656,3,3416,125514049,428755991384
358,IL,60656,4,2361,145660526,343904501886
359,IL,60656,5,1416,122402764,173322313824
360,IL,60656,6,1580,204929245,323788207100
361,IL,60656,7,184,59835164,11009670176
362,IL,60657,1,4207,10907909,45889573163
363,IL,60657,2,5456,96220297,524977940432
364,IL,60657,3,10767,405166048,4362422838816
365,IL,60657,4,6968,423884465,2953626952120
366,IL,60657,5,3590,310170346,1113511542140
367,IL,60657,6,5418,757174790,4102373012220
368,IL,60657,7,3587,1895551088,6799341752656
369,IL,60659,1,3621,12973599,46977401979
370,IL,60659,2,4400,74804769,329140983600
371,IL,60659,3,4119,148262416,610692891504
372,IL,60659,4,2105,128431438,270348176990
373,IL,60659,5,971,83649755,81223912105
374,IL,60659,6,987,129556285,127872053295
375,IL,60659,7,205,119571982,24512256310
376,IL,60660,1,3614,13527318,48887727252
377,IL,60660,2,5019,87680869,440070281511
378,IL,60660,3,6052,219649053,1329316068756
379,IL,60660,4,3153,192907214,608236445742
380,IL,60660,5,1572,135261655,212631321660
381,IL,60660,6,1640,217481217,356669195880
382,IL,60660,7,396,224726467,88991680932
383,IL,60661,1,387,712676,275805612
384,IL,60661,2,407,7190140,2926386980
385,IL,60661,3,865,33437298,28923262770
386,IL,60661,4,958,59368463,56874987554
387,IL,60661,5,578,50201082,29016225396
388,IL,60661,6,913,124863216,114000116208
389,IL,60661,7,351,246135250,86393472750
390,IL,60664,1,280,804413,225235640
391,IL,60664,2,189,2933766,554481774
392,IL,60664,3,106,3894583,412825798
393,IL,60664,4,60,3636084,218165040
394,IL,60664,5,38,3267707,124172866
395,IL,60664,6,33,4300906,141929898
396,IL,60664,7,23,9740994,224042862
397,IL,60680,1,373,950185,354419005
398,IL,60680,2,425,7381282,3137044850
399,IL,60680,3,530,19681442,10431164260
400,IL,60680,4,431,26437182,11394425442
401,IL,60680,5,170,14742817,2506278890
402,IL,60680,6,261,36316152,9478515672
403,IL,60680,7,219,192306238,42115066122
404,IL,60690,1,217,590159,128064503
405,IL,60690,2,216,3713429,802100664
406,IL,60690,3,331,12210685,4041736735
407,IL,60690,4,199,12058249,2399591551
408,IL,60690,5,86,7437450,639620700
409,IL,60690,6,107,14726302,1575714314
410,IL,60690,7,53,51400707,2724237471
411,IL,60706,1,2452,10071800,24696053600
412,IL,60706,2,2645,44984260,118983367700
413,IL,60706,3,3065,112148515,343735198475
414,IL,60706,4,1776,109116042,193790090592
415,IL,60706,5,1033,89069879,92009185007
416,IL,60706,6,911,116513482,106143782102
417,IL,60706,7,114,43745603,4986998742
418,IL,60707,1,3988,16342564,65174145232
419,IL,60707,2,4660,80362784,374490573440
420,IL,60707,3,5574,201573540,1123570911960
421,IL,60707,4,3034,186697878,566441361852
422,IL,60707,5,1673,145036977,242646862521
423,IL,60707,6,1646,213406787,351267571402
424,IL,60707,7,223,78404512,17484206176
425,IL,60712,1,1450,2029377,2942596650
426,IL,60712,2,936,15789760,14779215360
427,IL,60712,3,1013,37038415,37519914395
428,IL,60712,4,825,51416100,42418282500
429,IL,60712,5,518,44923315,23270277170
430,IL,60712,6,935,128388380,120043135300
431,IL,60712,7,578,325829174,188329262572
432,IL,60714,1,2945,9953853,29314097085
433,IL,60714,2,3205,55019857,176338641685
434,IL,60714,3,3614,132010725,477086760150
435,IL,60714,4,2254,138768054,312783193716
436,IL,60714,5,1435,124393503,178504676805
437,IL,60714,6,1529,198398459,303351243811
438,IL,60714,7,250,128070199,32017549750
439,IL,60803,1,1876,8602121,16137578996
440,IL,60803,2,2367,40918260,96853521420
441,IL,60803,3,2969,108511342,322170174398
442,IL,60803,4,1852,113119094,209496562088
443,IL,60803,5,1052,90645276,95358830352
444,IL,60803,6,813,100270701,81520079913
445,IL,60803,7,50,19636193,981809650
446,IL,60804,1,4979,24379888,121387462352
447,IL,60804,2,10744,189477778,2035749246832
448,IL,60804,3,10194,357172972,3641021276568
449,IL,60804,4,3221,193786819,624187343999
450,IL,60804,5,1019,86326112,87966308128
451,IL,60804,6,397,48193599,19132858803
452,IL,60804,7,29,10213702,296197358
453,IL,60805,1,1888,7754293,14640105184
454,IL,60805,2,1800,30835399,55503718200
455,IL,60805,3,2250,83107054,186990871500
456,IL,60805,4,1597,98251472,156907600784
457,IL,60805,5,1158,100386239,116247264762
458,IL,60805,6,1250,162580740,203225925000
459,IL,60805,7,153,63630137,9735410961
460,IL,60827,1,2344,12907749,30255763656
461,IL,60827,2,3867,63487627,245506653609
462,IL,60827,3,3291,117127973,385468159143
463,IL,60827,4,1251,74930052,93737495052
464,IL,60827,5,371,31523574,11695245954
465,IL,60827,6,213,27107448,5773886424
